millis(), steeringRef, steering sensor, acceleration
91481,  128,    130,    0
91512,  128,    127,    0
91542,  128,    130,    0
91574,  128,    131,    0
91606,  128,    135,    0
91636,  128,    130,    0
91668,  128,    130,    0
91699,  128,    132,    0
91729,  128,    134,    0
91761,  128,    130,    0
91791,  128,    130,    0
91822,  128,    129,    0
91853,  128,    130,    0
91885,  128,    129,    0
91915,  128,    135,    0
91947,  128,    135,    0
91978,  128,    130,    0
92008,  128,    130,    0
92039,  128,    130,    0
92071,  128,    130,    0
92101,  128,    131,    0
92132,  128,    130,    0
92164,  128,    133,    0
92194,  128,    129,    0
92225,  128,    135,    0
92257,  128,    129,    0
92286,  128,    129,    0
92318,  128,    135,    0
92350,  128,    131,    0
92380,  128,    131,    0
92411,  128,    130,    0
92443,  128,    130,    0
92473,  128,    133,    0
92504,  128,    131,    0
92536,  128,    134,    0
92567,  128,    131,    0
92598,  128,    131,    0
92630,  128,    135,    0
92661,  128,    135,    0
92691,  128,    130,    0
92722,  128,    130,    0
92754,  128,    131,    0
92784,  128,    130,    0
92815,  128,    130,    0
92847,  128,    134,    0
92877,  128,    135,    0
92909,  128,    135,    0
92940,  128,    134,    0
92969,  128,    130,    0
93001,  128,    135,    0
93033,  128,    130,    0
93063,  128,    130,    0
93094,  128,    130,    0
93126,  128,    130,    0
93157,  128,    130,    0
93187,  128,    131,    0
93219,  128,    135,    0
93250,  128,    131,    0
93280,  128,    130,    0
93312,  128,    131,    0
93343,  128,    139,    0
93373,  128,    135,    0
93405,  128,    134,    0
93436,  128,    134,    0
93466,  128,    129,    0
93497,  128,    131,    0
93528,  128,    127,    0
93560,  128,    130,    0
93590,  128,    130,    0
93621,  128,    135,    0
93654,  128,    130,    0
93684,  128,    130,    0
93716,  128,    130,    0
93747,  128,    130,    0
93778,  128,    134,    0
93808,  128,    131,    0
93839,  128,    130,    0
93871,  128,    130,    0
93901,  128,    129,    0
93932,  128,    134,    0
93964,  128,    133,    0
93995,  128,    135,    0
94026,  128,    135,    0
94056,  128,    131,    0
94087,  128,    127,    0
94119,  128,    129,    0
94150,  128,    131,    0
94181,  128,    135,    0
94211,  128,    135,    0
94242,  128,    131,    0
94273,  128,    131,    0
94305,  128,    131,    0
94336,  128,    130,    0
94366,  128,    129,    0
94397,  128,    135,    0
94428,  128,    130,    0
94459,  128,    134,    0
94491,  128,    135,    0
94522,  128,    131,    0
94552,  128,    129,    0
94583,  128,    131,    0
94615,  128,    134,    0
94646,  128,    130,    0
94678,  128,    135,    0
94708,  128,    130,    0
94739,  128,    131,    0
94770,  128,    131,    0
94802,  128,    134,    0
94833,  128,    130,    0
94864,  128,    135,    0
94894,  128,    130,    0
94925,  128,    130,    0
94956,  128,    133,    0
Benchmark has begun (255 to 128)
95019,  255,    135,    0
95051,  255,    135,    0
95084,  255,    130,    0
95117,  255,    131,    0
95150,  255,    136,    0
95181,  255,    163,    0
95214,  255,    176,    0
95247,  255,    210,    0
95280,  255,    226,    0
95310,  255,    249,    0
95341,  255,    255,    0
95372,  255,    252,    0
95404,  255,    258,    0
95435,  255,    256,    0
95465,  255,    258,    0
95496,  255,    251,    0
95527,  255,    255,    0
95558,  255,    258,    0
95590,  255,    256,    0
95620,  255,    258,    0
95652,  255,    255,    0
95682,  255,    255,    0
95713,  255,    258,    0
95744,  255,    258,    0
95776,  255,    252,    0
95807,  128,    251,    0
95840,  128,    252,    0
95873,  128,    255,    0
95905,  128,    256,    0
95938,  128,    258,    0
95970,  128,    252,    0
96003,  128,    251,    0
96035,  128,    258,    0
96068,  128,    255,    0
96101,  128,    242,    0
96133,  128,    230,    0
96165,  128,    200,    0
96195,  128,    193,    0
96228,  128,    177,    0
96261,  128,    158,    0
96293,  128,    147,    0
96325,  128,    144,    0
96358,  128,    144,    0
End to end took: 575
96422,  128,    141,    0
96453,  128,    145,    0
96483,  128,    137,    0
96514,  128,    143,    0
96546,  128,    141,    0
96576,  128,    141,    0
96607,  128,    139,    0
96638,  128,    144,    0
96670,  128,    144,    0
96701,  128,    138,    0
96732,  128,    143,    0
96764,  128,    138,    0
96795,  128,    141,    0
96826,  128,    145,    0
96857,  128,    139,    0
96888,  128,    141,    0
96919,  128,    138,    0
96950,  128,    139,    0
96980,  128,    141,    0
97013,  128,    138,    0
97044,  128,    138,    0
97074,  128,    142,    0
97105,  128,    141,    0
97136,  128,    145,    0
97167,  128,    139,    0
97198,  128,    139,    0
97229,  128,    138,    0
97260,  128,    138,    0
97292,  128,    137,    0
97323,  128,    137,    0
97354,  128,    138,    0
97385,  128,    141,    0
97416,  128,    145,    0
97447,  128,    141,    0
97477,  128,    137,    0
97508,  128,    137,    0
97539,  128,    137,    0
97570,  128,    144,    0
97601,  128,    138,    0
97632,  128,    141,    0
97662,  128,    138,    0
97694,  128,    141,    0
97725,  128,    143,    0
97756,  128,    145,    0
97788,  128,    138,    0
97819,  128,    144,    0
97850,  128,    137,    0
97880,  128,    141,    0
97912,  128,    137,    0
97943,  128,    137,    0
97973,  128,    138,    0
98004,  128,    141,    0
98037,  128,    139,    0
98068,  128,    139,    0
98098,  128,    145,    0
98129,  128,    141,    0
98160,  128,    143,    0
98192,  128,    138,    0
98223,  128,    141,    0
98253,  128,    141,    0
98285,  128,    143,    0
98316,  128,    137,    0
98347,  128,    137,    0
98377,  128,    138,    0
98408,  128,    139,    0
98439,  128,    139,    0
98471,  128,    141,    0
98501,  128,    138,    0
98532,  128,    137,    0
98563,  128,    138,    0
98594,  128,    137,    0
98625,  128,    143,    0
98656,  128,    141,    0
98688,  128,    143,    0
98719,  128,    138,    0
98750,  128,    137,    0
98780,  128,    138,    0
98812,  128,    137,    0
98843,  128,    145,    0
98874,  128,    143,    0
98904,  128,    137,    0
98935,  128,    141,    0
98966,  128,    138,    0
99020,  128,    141,    0
99050,  128,    141,    0
