millis(), steeringRef, steering sensor, acceleration
1056422,	128,	130,	0
1056454,	128,	127,	0
1056484,	128,	137,	0
1056515,	128,	135,	0
1056547,	128,	137,	0
1056578,	128,	129,	0
1056609,	128,	131,	0
1056640,	128,	125,	0
1056670,	128,	130,	0
1056701,	128,	129,	0
1056732,	128,	126,	0
1056764,	128,	127,	0
1056795,	128,	126,	0
1056825,	128,	131,	0
1056857,	128,	126,	0
1056888,	128,	135,	0
1056919,	128,	127,	0
1056949,	128,	126,	0
1056982,	128,	126,	0
1057012,	128,	127,	0
1057044,	128,	135,	0
1057074,	128,	137,	0
1057105,	128,	129,	0
1057136,	128,	137,	0
1057167,	128,	126,	0
1057198,	128,	129,	0
1057229,	128,	129,	0
1057260,	128,	127,	0
1057291,	128,	129,	0
1057323,	128,	126,	0
1057353,	128,	125,	0
1057385,	128,	129,	0
1057416,	128,	125,	0
1057447,	128,	129,	0
1057478,	128,	124,	0
1057508,	128,	129,	0
1057540,	128,	126,	0
1057570,	128,	134,	0
1057601,	128,	135,	0
1057632,	128,	134,	0
1057662,	128,	129,	0
1057694,	128,	137,	0
1057725,	128,	136,	0
1057756,	128,	135,	0
1057787,	128,	130,	0
1057818,	128,	126,	0
1057850,	128,	135,	0
1057880,	128,	130,	0
1057912,	128,	127,	0
1057942,	128,	135,	0
1057974,	128,	127,	0
1058004,	128,	125,	0
1058037,	128,	126,	0
1058067,	128,	129,	0
1058098,	128,	135,	0
1058129,	128,	129,	0
1058161,	128,	130,	0
1058191,	128,	136,	0
1058222,	128,	128,	0
1058254,	128,	136,	0
1058284,	128,	126,	0
1058316,	128,	134,	0
1058345,	128,	135,	0
1058378,	128,	126,	0
1058409,	128,	127,	0
1058439,	128,	137,	0
1058470,	128,	134,	0
1058502,	128,	129,	0
1058533,	128,	129,	0
1058563,	128,	127,	0
1058594,	128,	129,	0
1058625,	128,	126,	0
1058657,	128,	128,	0
1058686,	128,	136,	0
1058718,	128,	127,	0
1058749,	128,	136,	0
1058781,	128,	135,	0
1058812,	128,	129,	0
1058842,	128,	129,	0
1058873,	128,	131,	0
1058905,	128,	135,	0
1058936,	128,	127,	0
1058966,	128,	135,	0
1058998,	128,	130,	0
1059028,	128,	128,	0
1059061,	128,	126,	0
1059091,	128,	137,	0
1059122,	128,	125,	0
1059153,	128,	135,	0
1059185,	128,	126,	0
1059215,	128,	137,	0
1059247,	128,	128,	0
1059278,	128,	126,	0
1059309,	128,	127,	0
1059339,	128,	128,	0
1059369,	128,	129,	0
1059401,	128,	128,	0
1059432,	128,	128,	0
1059464,	128,	129,	0
1059494,	128,	135,	0
1059526,	128,	127,	0
1059557,	128,	126,	0
1059588,	128,	125,	0
1059618,	128,	134,	0
1059649,	128,	125,	0
1059681,	128,	126,	0
1059710,	128,	129,	0
1059742,	128,	136,	0
1059774,	128,	126,	0
1059804,	128,	130,	0
1059836,	128,	137,	0
1059866,	128,	130,	0
1059898,	128,	130,	0
1059929,	128,	127,	0
1059959,	128,	129,	0
1059991,	128,	126,	0
1060021,	128,	129,	0
1060052,	128,	131,	0
1060084,	128,	126,	0
1060115,	128,	136,	0
1060146,	128,	128,	0
1060178,	128,	137,	0
1060208,	128,	137,	0
1060239,	128,	129,	0
1060270,	128,	134,	0
1060302,	128,	126,	0
1060333,	128,	129,	0
1060363,	128,	129,	0
1060393,	128,	129,	0
1060426,	128,	135,	0
1060457,	128,	129,	0
1060488,	128,	127,	0
1060518,	128,	129,	0
1060549,	128,	129,	0
1060581,	128,	130,	0
1060612,	128,	127,	0
1060642,	128,	126,	0
1060674,	128,	125,	0
1060704,	128,	135,	0
1060734,	128,	136,	0
1060766,	128,	135,	0
1060797,	128,	130,	0
1060829,	128,	127,	0
1060859,	128,	135,	0
1060891,	128,	126,	0
1060921,	128,	126,	0
1060953,	128,	128,	0
1060983,	128,	137,	0
