millis(), steeringRef, steering sensor, acceleration
2036917,    128,    162,    0
2036948,    128,    170,    0
2036981,    128,    163,    0
2037012,    128,    167,    0
2037042,    128,    160,    0
2037074,    128,    150,    0
2037104,    128,    150,    0
2037136,    128,    149,    0
2037167,    128,    145,    0
2037197,    128,    134,    0
2037229,    128,    131,    0
2037259,    128,    129,    0
2037291,    128,    128,    0
2037321,    128,    128,    0
2037353,    128,    121,    0
2037383,    128,    121,    0
2037415,    128,    124,    0
2037445,    128,    125,    0
2037477,    255,    124,    0
2037507,    255,    126,    0
2037538,    255,    123,    0
2037570,    255,    123,    0
2037600,    255,    123,    0
2037630,    255,    127,    0
2037662,    255,    128,    0
2037694,    255,    124,    0
2037724,    255,    133,    0
2037755,    255,    149,    0
2037787,    255,    168,    0
2037817,    255,    187,    0
2037848,    255,    213,    0
2037879,    255,    238,    0
2037911,    255,    250,    0
2037941,    255,    255,    0
2037972,    255,    258,    0
2038004,    255,    251,    0
2038035,    255,    255,    0
2038066,    255,    258,    0
2038098,    255,    258,    0
2038129,    255,    256,    0
2038160,    255,    255,    0
2038191,    255,    258,    0
2038221,    255,    250,    0
2038252,    255,    256,    0
2038283,    255,    256,    0
2038315,    255,    258,    0
2038345,    255,    251,    0
2038376,    128,    250,    0
2038408,    128,    251,    0
2038438,    128,    255,    0
2038469,    128,    248,    0
2038500,    128,    241,    0
2038531,    128,    215,    0
2038562,    128,    174,    0
2038593,    128,    153,    0
2038625,    128,    126,    0
2038654,    128,    106,    0
2038687,    128,    92, 0
2038717,    128,    81, 0
2038748,    128,    81, 0
2038779,    128,    81, 0
2038810,    128,    82, 0
2038842,    128,    85, 0
2038872,    128,    90, 0
2038903,    128,    86, 0
2038935,    128,    86, 0
2038965,    128,    87, 0
2038998,    128,    88, 0
2039028,    128,    89, 0
2039060,    128,    90, 0
2039091,    128,    90, 0
2039121,    128,    98, 0
2039152,    128,    98, 0
2039184,    128,    100,    0
2039215,    128,    103,    0
2039245,    128,    104,    0
2039276,    128,    107,    0
2039307,    128,    114,    0
2039337,    128,    113,    0
2039370,    128,    107,    0
2039400,    128,    113,    0
2039432,    128,    111,    0
2039462,    128,    114,    0
2039494,    128,    109,    0
2039524,    128,    105,    0
2039555,    128,    114,    0
2039586,    128,    110,    0
2039617,    128,    107,    0
2039649,    128,    110,    0
2039680,    128,    113,    0
2039711,    128,    111,    0
2039742,    128,    109,    0
2039772,    128,    107,    0
2039804,    128,    105,    0
2039834,    128,    105,    0
2039866,    128,    111,    0
2039896,    128,    116,    0
2039927,    128,    111,    0
2039959,    128,    113,    0
2039990,    128,    114,    0
2040022,    128,    116,    0
2040053,    128,    108,    0
2040084,    128,    105,    0
2040115,    128,    105,    0
