millis(), steeringRef, steering sensor, acceleration
2458954,    128,    130,    0
2458984,    128,    141,    0
2459015,    128,    144,    0
2459047,    128,    143,    0
2459077,    128,    154,    0
2459109,    128,    154,    0
2459139,    128,    152,    0
2459171,    128,    149,    0
2459202,    128,    153,    0
2459232,    128,    147,    0
2459264,    128,    151,    0
2459294,    128,    147,    0
2459325,    128,    143,    0
2459356,    128,    152,    0
2459387,    128,    145,    0
2459419,    128,    154,    0
2459449,    128,    144,    0
2459481,    128,    143,    0
2459512,    128,    145,    0
2459543,    128,    145,    0
2459574,    128,    143,    0
2459604,    128,    143,    0
2459636,    128,    147,    0
2459668,    128,    154,    0
2459699,    128,    145,    0
2459730,    128,    152,    0
2459760,    128,    149,    0
2459791,    128,    153,    0
2459822,    128,    145,    0
2459853,    128,    145,    0
2459885,    128,    147,    0
2459916,    128,    143,    0
2459945,    128,    145,    0
2459978,    128,    144,    0
2460009,    128,    153,    0
2460039,    128,    153,    0
2460071,    128,    145,    0
2460101,    128,    143,    0
2460132,    128,    144,    0
2460163,    128,    143,    0
2460195,    128,    145,    0
2460226,    128,    147,    0
2460257,    128,    151,    0
2460286,    128,    144,    0
2460318,    128,    154,    0
2460349,    128,    145,    0
2460381,    128,    145,    0
2460411,    128,    145,    0
2460442,    128,    153,    0
2460473,    128,    145,    0
2460505,    128,    154,    0
2460536,    128,    147,    0
2460567,    128,    145,    0
2460597,    128,    151,    0
2460628,    128,    147,    0
