millis, steerRef, sensorValue,  accel
28025,  197,    96, 94
28046,  197,    97, 94
28067,  225,    97, 94
28088,  225,    97, 94
28108,  225,    98, 100
28130,  225,    97, 100
28152,  242,    92, 100
28174,  242,    86, 100
28196,  242,    84, 100
28217,  242,    86, 100
28239,  255,    91, 100
28261,  255,    95, 100
28283,  255,    96, 100
28305,  255,    97, 100
28326,  255,    97, 100
28348,  255,    98, 100
28370,  255,    95, 100
28392,  255,    89, 100
28414,  255,    85, 100
28436,  255,    84, 100
28457,  255,    89, 100
28479,  255,    91, 100
28502,  255,    96, 100
28523,  255,    96, 100
28546,  255,    97, 100
28567,  255,    97, 100
28589,  255,    97, 100
28611,  255,    92, 100
28633,  255,    87, 100
28654,  255,    84, 94
28675,  255,    84, 94
28696,  206,    85, 94
28717,  206,    87, 94
28738,  206,    89, 63
28759,  206,    90, 63
28779,  142,    92, 63
28800,  142,    95, 63
28821,  142,    95, 39
28841,  142,    95, 39
28862,  128,    96, 39
28882,  128,    96, 39
28904,  128,    97, 12
28924,  128,    97, 12
28946,  128,    97, 12
28966,  128,    97, 12
28987,  128,    98, 12
29008,  128,    97, 0
29028,  128,    97, 0
29047,  128,    97, 0
29067,  128,    98, 0
29087,  128,    97, 0
29107,  128,    98, 0
29126,  128,    98, 0
29147,  128,    98, 0
29166,  128,    98, 0
29186,  128,    97, 0
29205,  128,    97, 0
29225,  128,    97, 0
29245,  128,    97, 0
29265,  128,    97, 19
29286,  128,    98, 19
29306,  128,    98, 19
29327,  157,    97, 19
29347,  157,    97, 19
29369,  157,    92, 34
29389,  157,    92, 34
29411,  194,    88, 34
29431,  194,    86, 34
29452,  194,    84, 63
29473,  194,    84, 63
29494,  215,    84, 63
29514,  215,    85, 63
29535,  215,    87, 63
29556,  215,    90, 85
29577,  215,    91, 85
29598,  233,    94, 85
29619,  233,    95, 85
29639,  233,    95, 100
29661,  233,    96, 100
29683,  255,    97, 100
29705,  255,    98, 100
29727,  255,    97, 100
29748,  255,    93, 100
29770,  255,    86, 100
29792,  255,    84, 100
29814,  255,    86, 100
29836,  255,    90, 100
29857,  255,    95, 100
29879,  255,    96, 100
29901,  255,    97, 100
29923,  255,    97, 100
29945,  255,    98, 100
29967,  255,    97, 100
29988,  255,    89, 100
30011,  255,    85, 100
30032,  255,    84, 100
30054,  255,    87, 100
30076,  255,    92, 100
30098,  255,    95, 100
30120,  255,    97, 100
30141,  255,    97, 100
30163,  255,    98, 100
30185,  255,    98, 100
30208,  244,    94, 100
30229,  244,    88, 100
30251,  244,    84, 71
30271,  244,    84, 71
30292,  244,    85, 71
30313,  194,    87, 71
30333,  194,    89, 71
30355,  194,    91, 27
30375,  194,    91, 27
30397,  157,    95, 27
30417,  157,    95, 27
30438,  157,    96, 0
30457,  157,    96, 0
30478,  128,    96, 0
30497,  128,    95, 0
30517,  128,    95, 0
30537,  128,    95, 0
30557,  128,    95, 0
30576,  128,    95, 0
30596,  128,    94, 0
30616,  128,    95, 0
30636,  128,    92, 0
30655,  128,    92, 0
30675,  128,    94, 0
30695,  128,    91, 0
30714,  128,    92, 0
30734,  128,    88, 0
30754,  128,    91, 0
30774,  128,    90, 0
30794,  128,    91, 22
30814,  128,    91, 22
30835,  128,    93, 22
30856,  160,    95, 22
30876,  160,    96, 22
30898,  160,    96, 45
30918,  160,    96, 45
30940,  203,    97, 45
30960,  203,    97, 45
30981,  203,    97, 68
31002,  203,    98, 68
31023,  233,    98, 68
31043,  233,    98, 68
31065,  233,    97, 93
31085,  233,    96, 93
31106,  255,    92, 93
31126,  255,    91, 93
31147,  255,    88, 93
31168,  255,    85, 100
31190,  255,    84, 100
31212,  255,    89, 100
31234,  255,    91, 100
31255,  255,    95, 100
31277,  255,    96, 100
31299,  255,    97, 100
31321,  255,    98, 100
31343,  255,    98, 100
31365,  255,    95, 100
31386,  255,    88, 100
31408,  255,    85, 100
31430,  255,    86, 100
31452,  255,    89, 100
31474,  255,    94, 100
31496,  255,    96, 100
31517,  255,    96, 100
31540,  255,    97, 100
31561,  255,    98, 100
31583,  255,    97, 100
31605,  255,    91, 100
31627,  255,    87, 100
31649,  247,    84, 100
31670,  247,    85, 100
31692,  247,    91, 94
31713,  247,    91, 94
31734,  202,    95, 94
31755,  202,    95, 94
31775,  202,    95, 74
31796,  202,    95, 74
31817,  130,    96, 74
31838,  130,    96, 74
31859,  130,    97, 11
31879,  130,    97, 11
31900,  128,    98, 11
31921,  128,    98, 11
31942,  128,    97, 0
31962,  128,    98, 0
31981,  75, 97, 0
32000,  75, 97, 0
32019,  75, 97, 0
32037,  75, 97, 0
32056,  75, 96, 0
32075,  32, 96, 0
32094,  32, 95, 0
32112,  32, 92, 0
32132,  32, 90, 0
32150,  32, 86, 0
32168,  6,  85, 0
32186,  6,  85, 0
32204,  6,  91, 0
32222,  6,  97, 0
32239,  6,  98, 0
32257,  0,  97, 0
32274,  0,  96, 0
32292,  0,  92, 0
32310,  0,  89, 0
32327,  0,  84, 0
32346,  0,  86, 0
32363,  0,  94, 0
32380,  0,  98, 0
32399,  0,  97, 0
32416,  0,  97, 0
32434,  0,  96, 0
32451,  0,  91, 0
32468,  0,  86, 0
32487,  0,  84, 0
32504,  0,  88, 0
32522,  0,  96, 0
32540,  0,  98, 0
32558,  0,  97, 0
32575,  0,  96, 0
32592,  0,  95, 0
32611,  0,  91, 0
32628,  0,  86, 0
32646,  0,  85, 0
32664,  0,  89, 0
32681,  0,  97, 0
32699,  0,  98, 0
32717,  0,  97, 0
32734,  0,  96, 0
32752,  0,  95, 0
32770,  0,  90, 0
32787,  0,  84, 0
32805,  0,  85, 0
32823,  0,  92, 0
32840,  0,  98, 0
32859,  0,  98, 0
32875,  0,  97, 0
32893,  94, 96, 0
32912,  94, 95, 0
32930,  94, 92, 0
32950,  94, 90, 34
32969,  94, 89, 34
32989,  203,    89, 34
33009,  203,    90, 34
33031,  203,    95, 100
33052,  203,    95, 100
33075,  255,    96, 100
33096,  255,    96, 100
33118,  255,    97, 100
33140,  255,    97, 100
33162,  255,    92, 100
33183,  255,    87, 100
33206,  255,    83, 100
33227,  255,    85, 100
33250,  255,    91, 100
33270,  255,    95, 100
33293,  255,    96, 90
33313,  255,    96, 90
33335,  255,    96, 90
33355,  255,    97, 90
33376,  255,    97, 73
33396,  255,    97, 73
33418,  255,    98, 73
33438,  255,    96, 73
33459,  255,    97, 73
33480,  255,    96, 53
33501,  255,    95, 53
33521,  255,    90, 53
33542,  255,    88, 53
33563,  255,    85, 15
33584,  255,    85, 15
33605,  244,    84, 15
33626,  244,    84, 15
33646,  244,    86, 0
33667,  244,    85, 0
33686,  244,    85, 0
33705,  228,    85, 0
33725,  228,    84, 0
33745,  228,    84, 0
33765,  228,    83, 0
33785,  210,    84, 0
33804,  210,    84, 0
33824,  210,    84, 0
33844,  210,    84, 0
33863,  210,    84, 0
33884,  187,    84, 0
33903,  187,    85, 0
33924,  187,    85, 0
33942,  187,    86, 0
33963,  152,    85, 0
33982,  152,    86, 0
34001,  152,    87, 0
34022,  152,    86, 0
34041,  152,    88, 0
34062,  128,    88, 0
34081,  128,    89, 0
34101,  128,    89, 0
34120,  128,    91, 0
34141,  128,    89, 0
34160,  128,    92, 0
34180,  128,    93, 0
34200,  128,    92, 0
34220,  128,    94, 0
34239,  76, 94, 0
34257,  76, 97, 0
34277,  76, 98, 0
34295,  76, 97, 0
34314,  76, 97, 0
34333,  33, 97, 0
34352,  33, 96, 0
34370,  33, 96, 0
34388,  33, 95, 0
34408,  2,  92, 0
34425,  2,  86, 0
34443,  2,  84, 0
34461,  2,  88, 0
34479,  2,  96, 0
34496,  0,  98, 0
34513,  0,  97, 0
34531,  0,  96, 0
34549,  0,  95, 0
34567,  0,  90, 0
34585,  0,  86, 0
34601,  0,  85, 0
34620,  0,  91, 0
34637,  0,  97, 18
34656,  0,  98, 18
34675,  0,  98, 18
34694,  0,  97, 18
34712,  0,  97, 56
34731,  0,  96, 56
34750,  0,  96, 56
34768,  0,  95, 56
34787,  0,  92, 56
34806,  0,  90, 100
34826,  0,  87, 100
34845,  0,  89, 100
34865,  0,  87, 100
34885,  0,  88, 100
34905,  0,  86, 100
34924,  0,  86, 100
34945,  0,  86, 100
34964,  0,  85, 100
34983,  0,  85, 100
35003,  0,  84, 100
35023,  8,  85, 100
35043,  8,  84, 100
35062,  8,  84, 100
35083,  8,  84, 100
35102,  8,  84, 100
35123,  48, 84, 100
35143,  48, 84, 100
35164,  48, 86, 100
35184,  48, 87, 100
35206,  96, 90, 100
35226,  96, 91, 100
35247,  96, 93, 100
35268,  96, 95, 100
35289,  128,    96, 100
35310,  128,    96, 100
35333,  128,    97, 100
35354,  128,    97, 100
35377,  144,    97, 100
35397,  144,    93, 100
35420,  144,    86, 82
35440,  144,    85, 82
35461,  144,    84, 82
35482,  194,    84, 82
35503,  194,    85, 82
35524,  194,    87, 55
35545,  194,    88, 55
35565,  226,    91, 55
35586,  226,    92, 55
35607,  226,    95, 27
35628,  226,    95, 27
35648,  255,    96, 27
35668,  255,    96, 27
35690,  255,    97, 0
35709,  255,    96, 0
35730,  255,    96, 0
35749,  255,    96, 0
35769,  255,    96, 0
35789,  255,    96, 0
35809,  255,    96, 0
35828,  255,    96, 0
35848,  255,    96, 0
35868,  255,    96, 0
35888,  255,    96, 0
35907,  255,    95, 0
35928,  255,    95, 0
35947,  255,    95, 0
35966,  255,    95, 0
35986,  255,    95, 0
36006,  251,    95, 0
36026,  251,    95, 0
36046,  251,    94, 0
36065,  251,    92, 0
36085,  251,    92, 0
36105,  244,    92, 0
36124,  244,    91, 0
36145,  244,    91, 0
36164,  244,    91, 0
36184,  228,    88, 0
36203,  228,    90, 0
36224,  228,    90, 0
36243,  228,    89, 0
36263,  207,    89, 0
36283,  207,    89, 0
36302,  207,    87, 0
36323,  207,    87, 0
36342,  207,    86, 0
36362,  128,    86, 0
36381,  128,    86, 0
36402,  128,    86, 0
36421,  128,    85, 0
36441,  128,    84, 0
36461,  128,    85, 0
36481,  128,    84, 0
36500,  128,    84, 0
36519,  128,    84, 0
36540,  128,    84, 0
36559,  128,    84, 0
36579,  128,    84, 0
36598,  128,    84, 0
36619,  128,    85, 0
36638,  128,    85, 0
36658,  128,    86, 0
36678,  128,    85, 0
36698,  128,    86, 0
36717,  128,    86, 0
36737,  128,    87, 0
36757,  128,    86, 0
36776,  128,    88, 0
36796,  128,    89, 0
36816,  128,    89, 0
36836,  128,    91, 0
36856,  128,    90, 0
36876,  128,    92, 0
36895,  128,    92, 0
36915,  128,    93, 0
36935,  128,    93, 0
36955,  128,    95, 0
36974,  128,    96, 0
36995,  128,    94, 0
37014,  128,    96, 0
37033,  128,    96, 0
37053,  128,    97, 0
37073,  128,    97, 0
37093,  128,    98, 0
37112,  128,    98, 0
37133,  128,    98, 0
37152,  128,    98, 0
37172,  128,    98, 0
37191,  128,    98, 0
37212,  128,    98, 0
37231,  128,    98, 0
37252,  128,    98, 0
37270,  128,    98, 0
37291,  128,    98, 0
37310,  128,    98, 0
37329,  128,    98, 0
37350,  128,    98, 0
37369,  128,    98, 0
37390,  128,    98, 0
37409,  128,    98, 0
37429,  128,    98, 0
37448,  128,    97, 0
37469,  128,    97, 0
37488,  128,    97, 0
37508,  128,    97, 0
37528,  128,    97, 0
37548,  128,    97, 0
37567,  128,    97, 0
37586,  128,    96, 0
37607,  128,    97, 0
37626,  128,    97, 0
37646,  128,    96, 0
37666,  128,    96, 0
37686,  128,    96, 0
37706,  128,    96, 0
37725,  128,    96, 0
37745,  128,    96, 0
37765,  128,    96, 0
37784,  128,    96, 0
37805,  128,    96, 0
37824,  128,    96, 0
37843,  128,    96, 0
37863,  128,    95, 0
37883,  128,    95, 0
37903,  128,    94, 0
37922,  128,    94, 0
37943,  128,    95, 0
37962,  128,    92, 0
37982,  128,    94, 0
38001,  128,    92, 0
38022,  128,    92, 0
38041,  128,    90, 0
38062,  128,    91, 0
38081,  128,    89, 0
38100,  128,    90, 0
38121,  128,    90, 0
38140,  128,    89, 0
38160,  128,    89, 0
38179,  128,    89, 0
38199,  128,    87, 0
38219,  128,    88, 0
38239,  128,    86, 0
38259,  128,    86, 0
38279,  128,    85, 0
38298,  128,    86, 0
38318,  128,    85, 0
38338,  128,    84, 0
38358,  128,    85, 0
38377,  128,    84, 0
38397,  128,    84, 0
38417,  128,    84, 0
38436,  128,    84, 0
38456,  128,    84, 0
38476,  128,    84, 0
38496,  128,    85, 0
38515,  128,    85, 0
38536,  128,    85, 0
38555,  128,    86, 0
38575,  128,    86, 0
38594,  128,    86, 0
38615,  128,    86, 0
38634,  128,    87, 0
38653,  128,    87, 0
38674,  128,    87, 0
38693,  128,    89, 0
38713,  128,    89, 0
38732,  128,    91, 0
38753,  128,    90, 0
38772,  128,    91, 0
38793,  128,    92, 0
38812,  128,    93, 0
38832,  128,    93, 0
38851,  128,    95, 0
38872,  128,    95, 0
38891,  128,    95, 0
38910,  128,    97, 0
38931,  128,    96, 0
38950,  128,    97, 0
38970,  128,    97, 0
38989,  128,    97, 0
39010,  128,    97, 0
39029,  128,    97, 0
39049,  128,    98, 0
39069,  128,    98, 0
39089,  128,    98, 0
39108,  128,    98, 0
39129,  128,    98, 0
39148,  128,    98, 0
39168,  128,    98, 0
39187,  128,    98, 0
39207,  128,    98, 0
39227,  128,    97, 0
39247,  128,    98, 0
39266,  128,    97, 0
39286,  128,    97, 0
39306,  128,    97, 0
39326,  128,    97, 0
39346,  128,    97, 0
39365,  128,    97, 0
39386,  128,    97, 0
39405,  128,    97, 0
39425,  128,    97, 0
39444,  128,    97, 0
39464,  128,    96, 0
39484,  128,    97, 0
39503,  128,    96, 0
39523,  128,    96, 0
39543,  128,    96, 0
39563,  128,    96, 0
39582,  128,    96, 0
39603,  128,    96, 0
39622,  128,    95, 0
39642,  128,    96, 0
39661,  128,    95, 0
39682,  128,    95, 0
39701,  128,    95, 0
42757,  128,    92, 0
42758,  128,    92, 0
42758,  128,    93, 0
42759,  128,    93, 0
42769,  128,    82, 0
42788,  128,    82, 0
42809,  128,    82, 0
42828,  128,    83, 0
42848,  128,    83, 0
42868,  128,    84, 0
42888,  128,    85, 0
42907,  128,    85, 0
42927,  128,    87, 0
42947,  128,    86, 0
42967,  128,    89, 0
42987,  128,    87, 0
43005,  128,    90, 0
43026,  128,    91, 0
43045,  128,    90, 0
43065,  128,    92, 0
43085,  128,    92, 0
43105,  128,    93, 0
43124,  128,    93, 0
43144,  128,    93, 0
43164,  128,    95, 0
43184,  128,    95, 0
43203,  128,    95, 0
43224,  128,    95, 0
43243,  128,    95, 0
43264,  128,    95, 0
43283,  128,    96, 0
43302,  128,    95, 0
43322,  128,    95, 0
43342,  128,    96, 0
43362,  128,    96, 0
43381,  128,    95, 0
43402,  128,    95, 0
43421,  128,    95, 0
43441,  128,    95, 0
43460,  128,    95, 0
43480,  128,    95, 0
43500,  128,    95, 0
43520,  128,    95, 0
43540,  128,    95, 0
43559,  128,    95, 0
43580,  128,    95, 0
43598,  128,    95, 0
43619,  128,    95, 0
43638,  128,    95, 0
43658,  128,    95, 0
43678,  128,    95, 0
43698,  128,    95, 0
43717,  128,    95, 0
43737,  128,    95, 0
43757,  128,    95, 0
43777,  128,    95, 0
43797,  128,    95, 0
43816,  128,    95, 0
43836,  128,    95, 0
43855,  128,    95, 0
43875,  128,    95, 0
43895,  128,    95, 0
43915,  128,    94, 0
43935,  128,    95, 0
43955,  128,    94, 0
43974,  128,    94, 0
43994,  128,    94, 0
44014,  128,    93, 0
44034,  128,    94, 32
44054,  128,    95, 32
44076,  128,    95, 32
44096,  128,    95, 32
44116,  128,    95, 53
44137,  128,    95, 53
44158,  128,    96, 53
44179,  128,    96, 53
44200,  128,    97, 58
44221,  128,    97, 58
44241,  128,    97, 58
44262,  128,    96, 58
44283,  128,    96, 58
44304,  128,    92, 70
44324,  128,    90, 70
44346,  128,    86, 70
44366,  128,    85, 70
44387,  128,    83, 77
44407,  128,    83, 77
44429,  128,    84, 77
44449,  128,    84, 77
44471,  128,    88, 89
44491,  128,    89, 89
44512,  128,    91, 89
44532,  128,    92, 89
44554,  128,    95, 100
44575,  128,    95, 100
44598,  128,    96, 100
44619,  128,    97, 100
44641,  128,    97, 100
44662,  128,    96, 100
44685,  128,    87, 100
44706,  128,    85, 100
44728,  128,    83, 100
44750,  128,    88, 100
44772,  128,    91, 100
44794,  128,    95, 100
44816,  128,    96, 100
44837,  128,    96, 100
44859,  128,    97, 100
44881,  128,    97, 100
44903,  128,    93, 100
44925,  128,    86, 81
44946,  128,    86, 81
44966,  128,    84, 81
44987,  128,    83, 81
45008,  128,    85, 27
45029,  128,    85, 27
45049,  128,    88, 27
45070,  128,    89, 27
45091,  128,    91, 0
45111,  128,    91, 0
45131,  136,    90, 0
45151,  136,    89, 0
45170,  136,    89, 0
45191,  136,    89, 0
45209,  136,    88, 0
45230,  194,    89, 0
45249,  194,    86, 0
45270,  194,    87, 0
45289,  194,    86, 0
45308,  237,    86, 0
45328,  237,    85, 0
45348,  237,    85, 0
45368,  237,    85, 0
45387,  237,    84, 0
45408,  255,    84, 0
45427,  255,    83, 0
45447,  255,    83, 0
45467,  255,    83, 0
45487,  255,    83, 0
45506,  255,    84, 0
45526,  255,    84, 0
45546,  255,    84, 0
45565,  255,    84, 0
45586,  255,    84, 0
45604,  255,    85, 0
45625,  255,    85, 0
45644,  255,    86, 0
45665,  255,    86, 0
45684,  255,    87, 0
45704,  255,    87, 0
45724,  255,    87, 0
45743,  255,    89, 0
45763,  208,    89, 0
45783,  208,    91, 0
45803,  208,    90, 0
45822,  208,    92, 0
45842,  208,    93, 0
45862,  188,    92, 0
45882,  188,    95, 0
45901,  188,    94, 0
45921,  188,    96, 0
45941,  128,    95, 0
45961,  128,    96, 0
45980,  128,    96, 0
46000,  128,    97, 0
46020,  128,    97, 0
46040,  128,    97, 0
46059,  128,    97, 0
46080,  128,    97, 0
46099,  128,    98, 0
46118,  124,    98, 0
46138,  124,    98, 0
46158,  124,    97, 0
46179,  124,    97, 0
46197,  124,    97, 0
46218,  102,    97, 0
46237,  102,    97, 0
46258,  102,    97, 0
46277,  102,    97, 0
46297,  78, 97, 0
46315,  78, 97, 0
46333,  78, 96, 0
46353,  78, 96, 0
46371,  78, 95, 0
46391,  39, 93, 0
46409,  39, 90, 0
46428,  39, 86, 0
46446,  39, 85, 0
46465,  39, 84, 0
46484,  0,  85, 0
46501,  0,  92, 0
46520,  0,  97, 0
46536,  0,  97, 0
46555,  0,  97, 0
46572,  0,  96, 0
46589,  0,  92, 0
46607,  0,  87, 0
46625,  0,  84, 0
46643,  0,  87, 0
46661,  0,  94, 0
46679,  0,  98, 0
46696,  0,  97, 0
46713,  0,  96, 0
46732,  0,  96, 0
46749,  0,  92, 0
46767,  0,  86, 0
46784,  0,  84, 0
46802,  0,  88, 0
46820,  0,  97, 0
46837,  28, 98, 0
46856,  28, 98, 0
46875,  28, 97, 0
46894,  28, 96, 0
46912,  28, 96, 0
46931,  128,    96, 0
46951,  128,    95, 0
46970,  128,    95, 0
46990,  128,    95, 0
47010,  128,    95, 0
47030,  128,    94, 0
47049,  128,    93, 0
47070,  128,    95, 0
47089,  128,    92, 0
47109,  128,    92, 0
47128,  128,    91, 0
47149,  128,    91, 0
47168,  128,    90, 0
47188,  128,    91, 0
47207,  128,    89, 0
47227,  128,    89, 0
47247,  128,    89, 0
47266,  128,    88, 0
47287,  128,    88, 0
47306,  128,    87, 0
47326,  128,    86, 0
47346,  128,    86, 17
47367,  128,    88, 17
47388,  128,    90, 17
47409,  128,    92, 17
47429,  128,    95, 37
47450,  128,    95, 37
47471,  119,    96, 37
47492,  119,    96, 37
47513,  119,    97, 50
47533,  119,    97, 50
47554,  119,    97, 50
47575,  78, 97, 50
47594,  78, 97, 50
47614,  78, 97, 51
47634,  78, 97, 51
47654,  55, 97, 51
47673,  55, 97, 51
47693,  55, 97, 53
47713,  55, 97, 53
47733,  53, 97, 53
47753,  53, 96, 53
47772,  53, 96, 53
47793,  53, 96, 35
47812,  53, 96, 35
47832,  69, 96, 35
47851,  69, 96, 35
47872,  69, 96, 0
47890,  69, 95, 0
47908,  69, 93, 0
47928,  122,    91, 0
47947,  122,    90, 0
47967,  122,    91, 0
47986,  122,    89, 0
48007,  128,    90, 0
48026,  128,    88, 0
48046,  128,    89, 0
48065,  128,    87, 0
48086,  128,    87, 0
48105,  128,    87, 0
48124,  128,    86, 0
48145,  128,    86, 31
48165,  128,    87, 31
48187,  128,    90, 31
48207,  128,    91, 31
48228,  128,    94, 57
48248,  128,    95, 57
48269,  128,    95, 57
48290,  33, 96, 57
48310,  33, 96, 57
48330,  33, 96, 89
48350,  33, 96, 89
48369,  0,  96, 89
48388,  0,  94, 89
48407,  0,  91, 89
48425,  0,  89, 100
48445,  0,  87, 100
48465,  0,  88, 100
48485,  0,  86, 100
48504,  0,  86, 100
48524,  0,  86, 100
48544,  0,  86, 100
48564,  0,  85, 100
48583,  0,  84, 100
48604,  0,  85, 100
48623,  0,  84, 100
48644,  0,  84, 100
48662,  0,  84, 100
48683,  0,  84, 26
48701,  0,  86, 26
48719,  0,  89, 26
48739,  128,    92, 26
48759,  128,    89, 26
48780,  128,    87, 0
48799,  128,    88, 0
48820,  128,    88, 0
48839,  128,    89, 0
48860,  128,    89, 0
48879,  128,    90, 0
48899,  128,    92, 0
48919,  128,    91, 0
48937,  128,    93, 0
48958,  128,    92, 0
48977,  128,    95, 0
48998,  128,    94, 0
49017,  128,    96, 0
49037,  128,    96, 0
49056,  128,    97, 0
49077,  128,    97, 0
49096,  128,    97, 0
49116,  128,    97, 0
49136,  128,    97, 22
49157,  128,    97, 22
49177,  62, 94, 22
49197,  62, 96, 22
49217,  62, 95, 70
49236,  62, 97, 70
49256,  62, 97, 70
49276,  0,  97, 70
49295,  0,  98, 70
49314,  0,  97, 100
49334,  0,  97, 100
49353,  0,  97, 100
49373,  0,  97, 100
49392,  0,  97, 100
49413,  0,  97, 100
49432,  0,  97, 100
49453,  0,  97, 100
49472,  0,  97, 100
49491,  0,  97, 100
49511,  0,  97, 100
49531,  0,  97, 100
49551,  0,  97, 100
49570,  0,  97, 100
49591,  0,  97, 100
49610,  0,  96, 100
49630,  0,  96, 100
49649,  0,  96, 100
49670,  0,  96, 41
49688,  0,  96, 41
49707,  0,  95, 41
49726,  128,    92, 41
49746,  128,    93, 41
49767,  128,    95, 0
49786,  128,    95, 0
49807,  128,    95, 0
49826,  128,    94, 0
49846,  128,    93, 0
49866,  128,    93, 0
49886,  128,    92, 0
49905,  128,    92, 0
49926,  128,    91, 0
49945,  128,    91, 0
49965,  128,    90, 0
49985,  128,    90, 0
50004,  128,    89, 0
50024,  128,    89, 0
50044,  128,    90, 67
50064,  128,    90, 67
50085,  128,    92, 67
50106,  128,    94, 67
50127,  128,    95, 100
50149,  128,    96, 100
50170,  128,    97, 100
50192,  128,    98, 100
50214,  128,    98, 100
50236,  128,    95, 100
50258,  128,    87, 100
50280,  128,    85, 100
50301,  128,    85, 20
50322,  128,    86, 20
50343,  128,    89, 20
50364,  128,    90, 20
50385,  128,    92, 0
50405,  128,    91, 0
50424,  128,    90, 0
50444,  128,    91, 0
50463,  128,    89, 0
50484,  128,    90, 8
50503,  128,    89, 8
50524,  128,    89, 8
50543,  128,    87, 8
50563,  128,    87, 8
50583,  128,    87, 70
50604,  128,    89, 70
50624,  128,    91, 70
50644,  128,    92, 70
50666,  128,    95, 100
50688,  128,    96, 100
50710,  128,    97, 100
50731,  128,    97, 100
50753,  128,    98, 100
50775,  128,    97, 100
50797,  128,    90, 100
50819,  128,    85, 100
50840,  128,    84, 66
50861,  128,    85, 66
50882,  128,    87, 66
50903,  128,    88, 66
50924,  128,    91, 0
50944,  128,    90, 0
50963,  128,    89, 0
50983,  128,    89, 0
51003,  128,    88, 0
51022,  128,    88, 0
51042,  128,    87, 0
51062,  128,    87, 0
51082,  128,    86, 0
51101,  128,    86, 0
51121,  128,    85, 0
51141,  128,    84, 0
51161,  128,    86, 0
51180,  128,    84, 0
51201,  128,    84, 19
51221,  128,    85, 19
51241,  128,    87, 19
51263,  128,    89, 19
51283,  128,    91, 100
51305,  128,    95, 100
51328,  128,    96, 100
51349,  128,    97, 100
51372,  128,    97, 100
51392,  128,    98, 100
51415,  128,    95, 100
51436,  128,    90, 100
51459,  128,    84, 100
51480,  128,    84, 100
51502,  128,    88, 100
51523,  128,    91, 100
51546,  128,    95, 100
51567,  128,    96, 100
51590,  128,    97, 100
51611,  128,    97, 100
51633,  128,    98, 100
51655,  128,    93, 0
51675,  128,    95, 0
51694,  128,    94, 0
51714,  128,    97, 0
51734,  128,    96, 0
51753,  128,    97, 0
51773,  128,    97, 0
51792,  128,    97, 0
51813,  128,    97, 0
51832,  128,    97, 0
51852,  128,    98, 0
51872,  128,    98, 0
51892,  128,    98, 0
51912,  128,    98, 0
51932,  128,    98, 0
51951,  128,    98, 0
51971,  17, 98, 0
51989,  17, 97, 0
52008,  17, 97, 0
52027,  17, 96, 0
52046,  0,  96, 0
52063,  0,  92, 0
52081,  0,  87, 0
52099,  0,  84, 0
52116,  0,  87, 0
52134,  0,  94, 0
52152,  0,  98, 0
52169,  0,  97, 0
52188,  0,  97, 0
52205,  0,  95, 0
52222,  128,    92, 0
52242,  128,    91, 0
52262,  128,    91, 0
52282,  128,    90, 0
52301,  128,    89, 0
52322,  128,    90, 0
52341,  128,    88, 0
52361,  128,    89, 0
52380,  128,    88, 0
52401,  128,    86, 0
52420,  149,    87, 0
52440,  149,    86, 0
52460,  149,    86, 0
52480,  149,    85, 0
52500,  255,    86, 0
52518,  255,    84, 0
52539,  255,    84, 0
52558,  255,    84, 0
52578,  255,    84, 0
52598,  255,    84, 0
52618,  255,    84, 0
52637,  255,    84, 0
52657,  255,    84, 0
52677,  255,    84, 0
52697,  255,    85, 0
52717,  255,    85, 0
52737,  255,    86, 0
52756,  255,    86, 0
52775,  194,    86, 0
52795,  194,    87, 0
52815,  194,    87, 0
52835,  194,    89, 0
52855,  128,    88, 0
52875,  128,    90, 0
52894,  128,    91, 0
52915,  128,    90, 0
52934,  128,    92, 0
52954,  128,    92, 0
52973,  128,    93, 0
52994,  128,    93, 10
53014,  128,    92, 10
53035,  128,    88, 10
53055,  128,    86, 10
53076,  128,    84, 65
53097,  128,    84, 65
53117,  128,    84, 65
53139,  128,    86, 65
53159,  128,    86, 65
53181,  128,    90, 94
53201,  128,    90, 94
53222,  128,    93, 94
53242,  128,    95, 94
53264,  128,    95, 100
53285,  128,    96, 100
53307,  128,    97, 100
53328,  128,    97, 100
53351,  128,    97, 100
53372,  128,    94, 100
53395,  128,    86, 100
53416,  128,    84, 100
53438,  128,    85, 100
53459,  128,    89, 100
53482,  128,    94, 100
53504,  128,    96, 100
53526,  128,    96, 25
53547,  128,    97, 25
53567,  128,    97, 25
53587,  128,    97, 25
53609,  128,    98, 25
53629,  128,    98, 0
53649,  128,    98, 0
53669,  128,    98, 0
53689,  128,    97, 0
53709,  128,    97, 0
53729,  128,    97, 0
53748,  128,    97, 0
53768,  128,    97, 0
53787,  128,    97, 0
53808,  128,    97, 0
53827,  128,    97, 0
53848,  128,    97, 0
53867,  128,    97, 0
53886,  128,    97, 0
53906,  128,    97, 0
53926,  128,    97, 0
53946,  128,    96, 0
53965,  128,    97, 0
53986,  128,    96, 0
54005,  128,    96, 0
54025,  128,    96, 0
54044,  128,    96, 0
54065,  128,    96, 0
54084,  128,    96, 0
54104,  128,    96, 0
54124,  128,    96, 0
54144,  128,    96, 0
54163,  128,    96, 0
54182,  128,    95, 0
54203,  128,    96, 0
54222,  128,    95, 0
54243,  128,    95, 0
54261,  128,    95, 0
54282,  128,    95, 0
54301,  128,    95, 0
