millis, steerRef, sensorValue,  accel
54322,  128,    95, 0
54341,  128,    94, 0
54361,  128,    92, 0
54381,  128,    92, 0
54401,  128,    91, 0
54420,  128,    91, 0
54440,  128,    91, 0
54459,  128,    90, 0
54479,  128,    90, 0
54499,  128,    89, 0
54519,  128,    89, 0
54539,  128,    88, 0
54558,  128,    88, 0
54579,  128,    88, 0
54598,  128,    86, 0
54618,  128,    86, 0
54637,  128,    85, 0
54658,  128,    86, 0
54677,  128,    85, 0
54696,  128,    85, 0
54716,  128,    84, 0
54736,  128,    84, 0
54756,  128,    83, 0
54775,  128,    83, 0
54796,  128,    84, 0
59824,  255,    210,    0
59825,  255,    209,    0
59826,  255,    207,    0
59827,  255,    204,    0
59840,  255,    206,    0
59862,  255,    201,    0
59882,  255,    198,    0
59902,  255,    194,    0
59924,  128,    191,    0
59944,  128,    188,    0
59965,  128,    182,    0
59986,  128,    178,    0
60007,  128,    172,    0
60027,  128,    168,    0
60049,  128,    162,    0
60069,  128,    159,    0
60090,  128,    156,    0
60111,  128,    156,    0
60132,  128,    154,    0
60152,  128,    155,    0
60173,  128,    155,    0
60194,  128,    156,    0
60215,  128,    155,    0
60235,  128,    156,    0
60256,  128,    155,    0
60277,  128,    154,    0
60298,  128,    153,    0
60319,  128,    152,    0
60340,  128,    151,    0
60360,  128,    149,    0
60381,  128,    149,    0
60402,  128,    148,    0
60423,  128,    147,    0
60444,  128,    145,    0
60465,  128,    144,    0
60485,  128,    141,    0
60507,  128,    134,    0
60527,  128,    133,    0
60548,  128,    129,    0
60568,  128,    127,    0
60590,  128,    125,    0
60610,  128,    125,    0
60631,  128,    125,    0
60651,  128,    125,    0
60673,  128,    128,    0
60693,  128,    128,    0
60715,  128,    130,    0
60735,  128,    131,    0
60755,  128,    131,    0
60776,  128,    130,    0
60797,  128,    130,    0
60818,  128,    130,    0
60839,  128,    130,    0
60860,  128,    129,    0
60880,  128,    129,    0
60901,  128,    129,    0
60922,  128,    128,    0
60943,  128,    127,    0
60963,  128,    127,    0
60985,  128,    124,    0
61005,  128,    121,    0
61027,  128,    116,    0
61046,  128,    115,    0
61068,  128,    112,    0
61088,  128,    111,    0
61110,  128,    110,    0
61130,  128,    110,    0
61151,  128,    111,    0
61172,  128,    114,    0
61193,  128,    114,    0
61213,  128,    115,    0
61234,  128,    118,    0
61255,  128,    118,    0
61276,  128,    118,    0
61296,  128,    118,    0
61317,  128,    118,    0
61338,  128,    118,    0
61359,  128,    118,    0
61379,  128,    118,    0
61401,  128,    118,    0
61421,  128,    118,    0
61443,  128,    117,    0
61463,  128,    117,    0
61484,  128,    115,    0
61504,  128,    113,    0
61526,  128,    109,    0
61546,  128,    106,    0
61566,  128,    104,    0
61587,  128,    103,    0
61608,  128,    102,    0
61629,  128,    102,    0
61650,  128,    104,    0
61671,  128,    104,    0
61691,  128,    106,    0
61713,  128,    108,    0
61733,  128,    108,    0
61755,  128,    111,    0
61774,  128,    111,    0
61796,  128,    111,    0
61816,  128,    111,    0
61838,  128,    111,    7
61858,  128,    111,    7
61879,  128,    111,    7
61899,  128,    111,    7
61921,  128,    111,    31
61942,  128,    111,    31
61965,  128,    105,    31
61985,  128,    101,    31
62008,  128,    97, 35
62028,  128,    97, 35
62049,  128,    98, 35
62070,  128,    101,    35
62092,  128,    103,    35
62114,  128,    108,    40
62136,  128,    108,    40
62157,  128,    109,    40
62180,  128,    109,    40
62201,  128,    109,    50
62223,  128,    108,    50
62245,  128,    100,    50
62267,  128,    96, 50
62288,  128,    95, 55
62308,  128,    95, 55
62329,  128,    96, 55
62350,  128,    97, 55
62371,  128,    100,    59
62393,  128,    103,    59
62414,  128,    106,    59
62436,  128,    106,    59
62458,  128,    107,    67
62480,  128,    107,    67
62502,  128,    106,    67
62524,  128,    103,    67
62545,  128,    95, 74
62566,  128,    95, 74
62587,  128,    93, 74
62608,  128,    93, 74
62628,  128,    93, 74
62650,  128,    95, 89
62670,  128,    96, 89
62691,  128,    99, 89
62712,  128,    100,    89
62734,  128,    104,    100
62756,  128,    105,    100
62780,  128,    105,    100
62802,  128,    105,    100
62826,  128,    94, 100
62846,  128,    92, 100
62869,  128,    93, 100
62891,  128,    97, 100
62913,  128,    102,    100
62936,  128,    104,    100
62958,  128,    105,    100
62981,  128,    105,    100
63004,  128,    95, 100
63026,  128,    92, 100
63048,  128,    92, 100
63070,  128,    94, 100
63091,  128,    98, 100
63113,  128,    102,    100
63136,  128,    103,    100
63159,  128,    104,    100
63182,  128,    102,    49
63204,  128,    97, 49
63224,  128,    93, 49
63245,  128,    92, 49
63266,  128,    90, 0
63286,  128,    91, 0
63306,  128,    90, 0
63326,  128,    91, 0
63345,  128,    92, 0
63365,  128,    91, 0
63385,  128,    92, 0
63405,  128,    92, 0
63424,  128,    93, 0
63444,  128,    93, 0
63464,  128,    95, 0
63483,  128,    94, 0
63503,  128,    95, 0
63523,  128,    97, 0
63543,  128,    96, 0
63562,  128,    98, 0
63583,  128,    98, 0
63602,  128,    100,    0
63624,  128,    95, 0
63642,  128,    98, 0
63663,  128,    98, 0
63682,  128,    98, 0
63702,  128,    100,    0
63723,  128,    95, 0
63742,  128,    97, 0
63762,  128,    97, 0
63781,  128,    99, 0
63802,  128,    98, 0
63821,  128,    101,    0
63843,  128,    96, 0
63862,  128,    98, 0
63882,  128,    99, 0
63902,  128,    98, 24
63923,  128,    97, 24
63943,  128,    93, 24
63964,  128,    91, 24
63985,  128,    89, 38
64006,  128,    89, 38
64026,  128,    88, 38
64047,  128,    88, 38
64068,  128,    91, 51
64089,  128,    92, 51
64110,  128,    94, 51
64131,  128,    95, 51
64151,  128,    98, 70
64172,  128,    99, 70
64193,  128,    99, 70
64214,  128,    100,    70
64235,  128,    100,    70
64258,  128,    101,    86
64279,  128,    101,    86
64302,  128,    99, 86
64322,  128,    97, 86
64343,  128,    93, 91
64363,  128,    92, 91
64385,  128,    89, 91
64405,  128,    88, 91
64425,  128,    87, 94
64446,  128,    87, 94
64467,  128,    89, 94
64488,  128,    91, 94
64508,  128,    92, 94
64530,  128,    94, 100
64551,  128,    98, 100
64574,  128,    99, 100
64595,  128,    100,    100
64618,  128,    101,    100
64641,  128,    98, 100
64663,  128,    91, 100
64685,  128,    88, 100
64707,  128,    89, 100
64729,  128,    91, 100
64750,  128,    96, 100
64772,  128,    98, 100
64794,  128,    99, 30
64815,  128,    100,    30
64837,  128,    100,    30
64859,  128,    101,    30
64880,  128,    98, 0
64900,  128,    100,    0
64921,  128,    96, 0
64941,  128,    98, 0
64960,  128,    99, 0
64980,  128,    99, 0
65000,  128,    100,    0
65020,  128,    97, 0
65041,  128,    98, 0
65060,  128,    98, 0
65080,  128,    99, 0
65099,  128,    100,    0
65121,  128,    97, 0
65140,  128,    99, 0
65161,  128,    98, 0
65179,  128,    99, 0
65200,  128,    99, 0
65219,  128,    100,    0
65241,  128,    98, 0
65260,  128,    99, 0
65280,  128,    99, 0
65300,  128,    99, 0
65319,  128,    100,    0
65340,  128,    98, 0
65359,  128,    99, 0
65380,  128,    99, 0
65399,  128,    99, 0
65419,  128,    99, 0
65438,  128,    100,    0
65460,  128,    99, 0
65479,  128,    99, 0
65499,  128,    99, 0
65519,  128,    99, 0
65539,  128,    100,    0
65559,  128,    99, 0
65579,  128,    99, 0
65599,  128,    99, 0
65618,  128,    100,    0
65640,  128,    98, 0
65659,  128,    99, 0
65679,  128,    99, 0
65699,  128,    99, 0
65719,  128,    100,    0
65739,  128,    98, 0
65759,  128,    99, 0
65779,  128,    99, 0
65799,  128,    99, 0
65818,  128,    99, 0
65838,  128,    100,    0
65859,  128,    99, 0
65879,  128,    99, 0
65898,  128,    99, 0
65918,  128,    99, 0
65938,  128,    100,    0
65958,  128,    99, 0
65978,  128,    99, 0
65998,  128,    99, 0
66018,  128,    100,    0
66038,  128,    99, 0
66059,  128,    99, 0
66078,  128,    99, 0
66099,  128,    99, 0
66118,  128,    99, 0
66138,  128,    99, 0
66157,  128,    100,    0
66179,  130,    99, 0
66198,  130,    99, 0
66217,  130,    99, 0
66238,  130,    99, 0
66257,  130,    100,    0
66278,  142,    99, 0
66297,  142,    99, 0
66318,  142,    99, 0
66337,  142,    100,    0
66359,  151,    99, 0
66377,  151,    99, 0
66398,  151,    99, 0
66417,  151,    99, 0
66437,  151,    100,    0
66458,  158,    99, 0
66478,  158,    99, 0
66498,  158,    99, 0
66518,  158,    100,    0
66538,  165,    99, 0
66557,  165,    99, 0
66577,  165,    99, 0
66597,  165,    99, 0
66617,  165,    100,    0
66638,  178,    99, 0
66658,  178,    99, 0
66677,  178,    99, 0
66697,  178,    99, 0
66717,  180,    99, 0
66737,  180,    99, 0
66756,  180,    99, 0
66777,  180,    99, 0
66796,  180,    99, 0
66816,  190,    99, 0
66836,  190,    99, 0
66855,  190,    99, 0
66875,  190,    99, 0
66895,  194,    99, 0
66914,  194,    99, 0
66934,  194,    99, 0
66955,  194,    99, 0
66973,  194,    98, 0
66994,  197,    98, 0
67013,  197,    98, 0
67034,  197,    98, 0
67053,  197,    98, 0
67073,  197,    98, 0
67092,  198,    98, 0
67111,  198,    98, 0
67132,  198,    98, 0
67151,  198,    98, 0
67172,  202,    98, 0
67191,  202,    98, 0
67211,  202,    98, 0
67230,  202,    98, 0
67251,  202,    98, 0
67270,  224,    98, 0
67290,  224,    97, 0
67310,  224,    98, 0
67330,  224,    97, 0
67349,  255,    97, 0
67368,  255,    97, 0
67389,  255,    97, 0
67408,  255,    96, 0
67428,  255,    97, 0
67448,  255,    96, 0
67468,  255,    94, 0
67487,  255,    95, 0
67507,  255,    93, 0
67527,  255,    93, 0
67547,  255,    93, 0
67567,  255,    92, 0
67587,  255,    92, 0
67606,  255,    91, 0
67627,  255,    92, 0
67645,  255,    90, 0
67665,  255,    91, 0
67685,  255,    89, 0
67705,  255,    89, 0
67725,  255,    88, 0
