millis(), steeringRef, steering sensor, acceleration
867720, 128,    125,    0
867751, 128,    124,    0
867783, 128,    129,    0
867813, 128,    128,    0
867844, 128,    129,    0
867876, 128,    125,    0
867907, 128,    128,    0
867937, 128,    127,    0
867969, 128,    127,    0
867999, 128,    129,    0
868030, 128,    128,    0
868062, 128,    124,    0
868092, 128,    125,    0
868123, 128,    134,    0
868154, 128,    124,    0
868185, 128,    125,    0
868216, 128,    125,    0
868247, 128,    126,    0
868279, 128,    124,    0
868310, 128,    127,    0
868341, 128,    124,    0
868372, 128,    127,    0
868402, 128,    125,    0
868433, 128,    129,    0
868464, 128,    128,    0
868495, 128,    132,    0
868526, 128,    128,    0
868557, 128,    124,    0
868589, 128,    125,    0
868620, 128,    127,    0
868649, 128,    128,    0
868682, 128,    124,    0
868713, 128,    124,    0
868744, 128,    124,    0
868775, 128,    127,    0
868805, 128,    128,    0
868836, 128,    125,    0
868867, 128,    124,    0
868898, 128,    125,    0
868929, 128,    134,    0
868960, 128,    128,    0
868990, 128,    133,    0
869023, 128,    127,    0
869054, 128,    133,    0
869085, 128,    124,    0
869116, 128,    128,    0
869147, 128,    124,    0
869178, 128,    129,    0
869208, 128,    128,    0
869239, 128,    125,    0
869270, 128,    128,    0
869301, 128,    124,    0
869332, 128,    125,    0
869365, 128,    125,    0
869396, 128,    127,    0
869427, 128,    125,    0
869458, 128,    126,    0
869489, 128,    124,    0
869519, 128,    125,    0
869551, 128,    134,    0
869582, 128,    129,    0
869612, 128,    124,    0
869643, 128,    124,    0
869675, 128,    125,    0
869706, 128,    125,    0
869736, 128,    124,    0
869767, 128,    125,    0
869798, 128,    125,    0
869830, 128,    124,    0
869861, 128,    133,    0
869892, 128,    124,    0
869923, 128,    125,    0
869954, 128,    124,    0
869984, 128,    134,    0
870014, 128,    128,    0
870046, 128,    127,    0
870077, 128,    130,    0
870108, 128,    124,    0
870140, 128,    129,    0
870171, 128,    134,    0
870202, 128,    124,    0
