millis(), steeringRef, steering sensor, acceleration
568951, 128,    130,    0
568981, 128,    131,    0
569013, 128,    130,    0
569044, 128,    130,    0
569074, 128,    135,    0
569106, 128,    132,    0
569137, 128,    139,    0
569167, 128,    135,    0
569199, 128,    130,    0
569230, 128,    135,    0
569261, 128,    131,    0
569292, 128,    139,    0
569322, 128,    130,    0
569353, 128,    131,    0
569385, 128,    130,    0
569415, 128,    127,    0
569446, 128,    128,    0
569478, 128,    126,    0
569509, 128,    128,    0
569540, 128,    129,    0
569570, 128,    126,    0
569602, 128,    121,    0
569633, 128,    123,    0
569664, 128,    124,    0
569694, 128,    120,    0
569725, 128,    122,    0
569756, 128,    128,    0
569788, 128,    118,    0
569818, 128,    128,    0
569849, 128,    128,    0
569881, 128,    122,    0
569912, 128,    127,    0
569943, 128,    122,    0
569973, 128,    118,    0
570005, 128,    122,    0
570036, 128,    122,    0
570066, 128,    119,    0
570098, 128,    127,    0
570128, 128,    128,    0
570159, 128,    118,    0
570191, 128,    120,    0
570221, 128,    118,    0
570252, 128,    122,    0
570283, 128,    128,    0
570315, 128,    120,    0
570346, 128,    121,    0
570376, 128,    127,    0
570407, 128,    119,    0
570438, 128,    127,    0
570469, 128,    120,    0
570501, 128,    128,    0
570531, 128,    121,    0
570562, 128,    127,    0
570594, 128,    121,    0
570625, 128,    126,    0
570656, 128,    127,    0
570687, 128,    119,    0
570718, 128,    119,    0
570749, 128,    122,    0
570780, 128,    121,    0
570810, 128,    119,    0
570841, 128,    128,    0
570872, 128,    121,    0
570904, 128,    122,    0
570934, 128,    120,    0
570964, 128,    118,    0
570997, 128,    122,    0
571028, 128,    120,    0
571059, 128,    121,    0
571090, 128,    122,    0
571121, 128,    119,    0
571152, 128,    125,    0
571183, 128,    119,    0
571213, 128,    119,    0
571244, 128,    121,    0
571275, 128,    120,    0
571307, 128,    128,    0
571338, 128,    122,    0
571369, 128,    128,    0
571400, 128,    127,    0
571431, 128,    122,    0
571462, 128,    128,    0
571493, 128,    122,    0
571523, 128,    119,    0
571554, 128,    122,    0
571585, 128,    119,    0
571616, 128,    120,    0
571646, 128,    122,    0
571679, 128,    120,    0
571710, 128,    126,    0
571741, 128,    122,    0
571772, 128,    120,    0
571803, 128,    121,    0
571833, 128,    120,    0
571864, 128,    122,    0
571895, 128,    128,    0
571926, 128,    121,    0
571957, 128,    120,    0
571990, 128,    121,    0
572021, 128,    128,    0
572052, 128,    122,    0
572083, 128,    122,    0
572113, 128,    118,    0
572144, 128,    122,    0
572175, 128,    119,    0
572206, 128,    128,    0
572238, 128,    120,    0
572269, 128,    119,    0
572300, 128,    127,    0
572331, 128,    115,    0
572361, 128,    122,    0
