millis(), steeringRef, steering sensor, acceleration
978495, 128,    135,    0
978526, 128,    130,    0
978557, 128,    130,    0
978589, 128,    126,    0
978619, 128,    124,    0
978651, 128,    126,    0
978682, 128,    124,    0
978712, 128,    124,    0
978744, 128,    125,    0
978774, 128,    134,    0
978805, 128,    135,    0
978837, 128,    135,    0
978867, 128,    128,    0
978898, 128,    130,    0
978929, 128,    124,    0
978960, 128,    130,    0
978992, 128,    125,    0
979022, 128,    134,    0
979054, 128,    130,    0
979085, 128,    126,    0
979115, 128,    135,    0
979147, 128,    125,    0
979178, 128,    126,    0
979209, 128,    127,    0
979240, 128,    135,    0
979270, 128,    130,    0
979301, 128,    134,    0
979333, 128,    126,    0
979363, 128,    126,    0
979395, 128,    129,    0
979425, 128,    130,    0
979456, 128,    135,    0
979488, 128,    128,    0
979518, 128,    124,    0
979550, 128,    124,    0
979581, 128,    128,    0
979612, 128,    134,    0
979643, 128,    135,    0
979673, 128,    126,    0
979704, 128,    128,    0
979736, 128,    126,    0
979766, 128,    124,    0
979796, 128,    127,    0
979828, 128,    126,    0
979860, 128,    134,    0
979891, 128,    135,    0
979921, 128,    126,    0
979953, 128,    124,    0
979984, 128,    129,    0
980015, 128,    124,    0
980046, 128,    130,    0
980076, 128,    127,    0
980107, 128,    124,    0
980137, 128,    126,    0
980169, 128,    135,    0
980201, 128,    135,    0
980231, 128,    129,    0
980263, 128,    130,    0
980294, 128,    129,    0
980324, 128,    135,    0
980356, 128,    126,    0
980387, 128,    126,    0
980418, 128,    133,    0
980449, 128,    128,    0
980478, 128,    129,    0
980510, 128,    126,    0
980541, 128,    126,    0
980572, 128,    128,    0
980604, 128,    126,    0
980634, 128,    128,    0
980666, 128,    134,    0
980697, 128,    124,    0
980729, 128,    129,    0
980761, 128,    135,    0
980792, 128,    124,    0
980823, 128,    129,    0
980854, 128,    129,    0
980885, 128,    124,    0
980916, 128,    135,    0
980946, 128,    128,    0
980978, 128,    128,    0
981009, 128,    135,    0
981040, 128,    124,    0
981071, 128,    124,    0
981102, 128,    129,    0
981133, 128,    135,    0
981164, 128,    127,    0
981195, 128,    130,    0
981226, 128,    128,    0
981256, 128,    125,    0
981288, 128,    126,    0
981318, 128,    127,    0
981349, 128,    135,    0
981380, 128,    124,    0
981411, 128,    134,    0
981442, 128,    124,    0
981473, 128,    125,    0
981504, 128,    141,    0
981535, 128,    129,    0
981566, 128,    128,    0
981597, 128,    130,    0
981628, 128,    128,    0
981660, 128,    126,    0
981691, 128,    127,    0
981722, 128,    130,    0
Benchmark has begun (255 to 128)
981786, 255,    124,    0
981819, 255,    126,    0
981852, 255,    126,    0
981884, 255,    136,    0
981917, 255,    156,    0
981950, 255,    191,    0
981983, 255,    213,    0
982016, 255,    244,    0
982046, 255,    255,    0
982078, 255,    258,    0
982109, 255,    258,    0
982140, 255,    256,    0
982170, 255,    252,    0
982201, 255,    256,    0
982232, 255,    252,    0
982264, 255,    256,    0
982295, 255,    258,    0
982325, 255,    256,    0
982356, 255,    251,    0
982388, 255,    258,    0
982419, 255,    258,    0
982451, 255,    256,    0
982481, 255,    255,    0
982513, 255,    251,    0
982544, 128,    252,    0
982577, 128,    255,    0
982609, 128,    255,    0
982642, 128,    258,    0
982672, 128,    251,    0
982705, 128,    258,    0
982737, 128,    258,    0
982770, 128,    256,    0
982803, 128,    250,    0
982836, 128,    226,    0
982867, 128,    210,    0
982900, 128,    183,    0
982933, 128,    177,    0
982966, 128,    158,    0
982999, 128,    149,    0
End to end took: 505
983060, 128,    139,    0
983092, 128,    136,    0
983122, 128,    140,    0
983153, 128,    139,    0
983184, 128,    140,    0
983215, 128,    136,    0
983247, 128,    132,    0
983278, 128,    136,    0
983309, 128,    141,    0
983339, 128,    132,    0
983370, 128,    134,    0
983401, 128,    136,    0
983432, 128,    136,    0
