millis	acc_0	acc_1	acc_2	gyr_0	gyr_1	gyr_2	mag_0	mag_1	mag_2	Longitude	Latitude	velN	velE	Throttle	Steering
443571	11	-6	-312	5	1	132	-989	-7592	-8547	nan	nan	nan	nan	102	194
443611	12	-8	-314	6	2	132	-1024	-7559	-8610	nan	nan	nan	nan	106	194
443651	12	-7	-312	5	1	132	-1035	-7592	-8584	nan	nan	nan	nan	108	195
443691	11	-7	-316	5	1	132	-1024	-7570	-8572	nan	nan	nan	nan	106	194
443731	12	-7	-313	5	2	132	-1001	-7625	-8572	nan	nan	nan	nan	106	194
443773	11	-7	-313	5	1	132	-978	-7592	-8521	nan	nan	nan	nan	106	196
443844	11	-7	-313	6	1	132	-955	-7603	-8495	nan	nan	nan	nan	106	228
443884	11	-7	-313	6	1	132	-1001	-7570	-8559	nan	nan	nan	nan	105	204
443924	13	-6	-313	5	1	132	-1001	-7537	-8521	nan	nan	nan	nan	100	192
443964	12	-7	-312	6	1	132	-1013	-7548	-8533	nan	nan	nan	nan	101	189
444004	11	-7	-314	7	1	132	-920	-7625	-8495	nan	nan	nan	nan	98	186
444044	11	-11	-314	5	2	132	-1047	-7514	-8597	nan	nan	nan	nan	100	187
444086	12	-6	-314	6	1	132	-1001	-7581	-8521	nan	nan	nan	nan	103	195
444126	11	-7	-312	7	1	132	-1013	-7625	-8521	nan	nan	nan	nan	102	190
444166	12	-6	-315	6	1	132	-989	-7570	-8521	nan	nan	nan	nan	100	187
444206	11	-7	-314	5	2	133	-955	-7636	-8533	nan	nan	nan	nan	103	189
444246	11	-7	-313	6	1	133	-989	-7603	-8533	nan	nan	nan	nan	103	190
444286	11	-6	-315	5	1	132	-978	-7614	-8521	nan	nan	nan	nan	107	194
444326	12	-6	-314	5	1	132	-1058	-7570	-8508	nan	nan	nan	nan	103	191
444366	12	-7	-313	5	1	132	-1013	-7592	-8457	nan	nan	nan	nan	100	188
444408	10	-5	-313	5	1	132	-1013	-7548	-8547	nan	nan	nan	nan	100	191
444448	12	-7	-313	6	1	132	-1001	-7625	-8597	nan	nan	nan	nan	105	192
444488	12	-7	-314	5	1	132	-955	-7603	-8495	nan	nan	nan	nan	99	187
444528	11	-5	-314	5	1	132	-944	-7559	-8521	nan	nan	nan	nan	99	186
444568	11	-7	-313	6	2	132	-955	-7548	-8508	nan	nan	nan	nan	98	186
444608	11	-7	-312	5	2	132	-944	-7592	-8559	nan	nan	nan	nan	99	187
444648	12	-6	-313	6	1	132	-978	-7681	-8508	nan	nan	nan	nan	105	192
444690	12	-7	-314	5	1	132	-1001	-7570	-8483	nan	nan	nan	nan	103	194
444730	12	-7	-313	6	1	132	-909	-7614	-8508	nan	nan	nan	nan	102	191
444770	11	-7	-314	6	1	132	-1013	-7614	-8470	nan	nan	nan	nan	102	190
444810	12	-6	-314	6	1	132	-1013	-7681	-8547	nan	nan	nan	nan	100	188
444850	12	-6	-312	6	1	132	-978	-7614	-8508	nan	nan	nan	nan	99	187
444890	11	-7	-314	6	1	132	-966	-7659	-8470	nan	nan	nan	nan	103	190
444930	12	-7	-314	5	1	132	-932	-7514	-8597	nan	nan	nan	nan	102	189
444970	12	-6	-316	6	1	132	-989	-7559	-8508	nan	nan	nan	nan	101	189
445012	10	-8	-313	5	1	132	-966	-7570	-8622	nan	nan	nan	nan	102	191
445052	12	-7	-312	6	1	132	-978	-7592	-8495	nan	nan	nan	nan	102	189
445092	11	-6	-313	6	1	132	-1013	-7648	-8495	nan	nan	nan	nan	101	188
445132	11	-7	-313	5	1	133	-944	-7592	-8572	nan	nan	nan	nan	101	188
445172	10	-6	-313	6	1	132	-1082	-7614	-8432	nan	nan	nan	nan	102	189
445212	11	-7	-314	5	1	132	-1024	-7659	-8470	nan	nan	nan	nan	108	195
445252	12	-7	-314	5	1	132	-966	-7581	-8508	nan	nan	nan	nan	98	187
445294	10	-7	-314	5	1	132	-1024	-7548	-8572	nan	nan	nan	nan	102	191
445334	12	-7	-313	6	1	132	-955	-7514	-8559	nan	nan	nan	nan	97	184
445374	11	-6	-313	6	1	132	-955	-7636	-8457	nan	nan	nan	nan	100	185
445414	12	-6	-314	6	1	132	-989	-7570	-8584	nan	nan	nan	nan	99	185
445454	11	-7	-313	6	1	132	-932	-7592	-8559	nan	nan	nan	nan	100	187
445498	10	-7	-314	6	1	132	-978	-7559	-8584	nan	nan	nan	nan	102	192
445538	12	-7	-315	6	1	133	-1001	-7592	-8533	nan	nan	nan	nan	104	191
445578	13	-7	-313	6	1	132	-944	-7592	-8547	nan	nan	nan	nan	100	187
445620	11	-5	-313	5	1	132	-1024	-7614	-8610	nan	nan	nan	nan	101	191
445660	11	-7	-315	5	1	132	-1013	-7625	-8597	nan	nan	nan	nan	99	186
445700	12	-6	-314	5	1	132	-1001	-7636	-8572	nan	nan	nan	nan	103	189
445740	12	-7	-314	6	1	132	-1047	-7525	-8572	nan	nan	nan	nan	99	185
445780	11	-5	-313	6	2	132	-1001	-7525	-8533	nan	nan	nan	nan	96	183
445820	11	-6	-313	6	1	132	-920	-7603	-8533	nan	nan	nan	nan	95	180
445860	12	-7	-313	6	1	133	-1001	-7537	-8559	nan	nan	nan	nan	97	182
445902	12	-5	-313	6	1	132	-955	-7570	-8495	nan	nan	nan	nan	97	187
445942	12	-6	-313	5	1	132	-978	-7614	-8572	nan	nan	nan	nan	100	186
445982	12	-7	-314	6	1	132	-1024	-7570	-8533	nan	nan	nan	nan	102	189
446022	11	-7	-314	6	1	132	-955	-7636	-8547	nan	nan	nan	nan	103	190
446062	11	-6	-314	6	1	132	-978	-7592	-8521	nan	nan	nan	nan	101	188
446102	11	-6	-315	5	1	132	-989	-7603	-8533	nan	nan	nan	nan	99	185
446142	11	-6	-314	6	2	132	-955	-7603	-8559	nan	nan	nan	nan	95	181
446182	13	-6	-313	5	1	133	-944	-7625	-8572	nan	nan	nan	nan	97	183
446224	13	-7	-314	6	1	132	-1035	-7648	-8572	nan	nan	nan	nan	108	198
446264	11	-7	-313	5	1	132	-966	-7525	-8533	nan	nan	nan	nan	100	188
446304	11	-7	-313	5	1	132	-989	-7648	-8610	nan	nan	nan	nan	106	193
446344	12	-6	-315	6	1	132	-1001	-7581	-8572	nan	nan	nan	nan	99	187
446384	12	-6	-314	6	1	132	-1070	-7625	-8584	nan	nan	nan	nan	105	192
446424	12	-6	-312	5	1	132	-1035	-7559	-8584	nan	nan	nan	nan	101	188
446464	12	-7	-315	5	1	132	-1024	-7514	-8533	nan	nan	nan	nan	101	188
446506	11	-6	-314	6	1	133	-1001	-7648	-8547	nan	nan	nan	nan	108	199
446546	11	-6	-314	5	1	132	-1035	-7570	-8572	nan	nan	nan	nan	103	191
446586	12	-7	-313	6	1	132	-920	-7570	-8521	nan	nan	nan	nan	102	190
446626	12	-6	-316	5	1	132	-944	-7614	-8508	nan	nan	nan	nan	96	184
446666	12	-6	-314	5	1	132	-944	-7636	-8584	nan	nan	nan	nan	101	188
446706	11	-7	-314	4	1	132	-955	-7581	-8584	nan	nan	nan	nan	98	186
446746	12	-7	-313	5	1	132	-1024	-7581	-8572	nan	nan	nan	nan	103	190
446786	11	-7	-313	5	1	132	-1035	-7592	-8559	nan	nan	nan	nan	104	191
446828	11	-6	-314	5	1	132	-944	-7592	-8559	nan	nan	nan	nan	97	188
446868	12	-7	-314	5	1	132	-1024	-7570	-8457	nan	nan	nan	nan	101	189
446908	11	-7	-314	5	1	132	-989	-7636	-8559	nan	nan	nan	nan	104	192
446948	12	-6	-314	5	1	132	-1013	-7525	-8533	nan	nan	nan	nan	97	185
446988	12	-6	-314	6	1	132	-966	-7581	-8597	nan	nan	nan	nan	95	183
447028	13	-7	-313	6	1	132	-1035	-7636	-8533	nan	nan	nan	nan	106	193
447068	12	-7	-314	6	0	132	-944	-7625	-8547	nan	nan	nan	nan	103	191
447110	11	-6	-314	5	0	132	-944	-7614	-8547	nan	nan	nan	nan	97	187
447150	11	-7	-315	5	1	132	-1013	-7592	-8457	nan	nan	nan	nan	97	184
447190	13	-7	-314	6	1	132	-1070	-7581	-8610	nan	nan	nan	nan	106	192
447230	12	-6	-313	5	1	133	-1024	-7525	-8559	nan	nan	nan	nan	97	185
447270	13	-4	-314	4	1	132	-1001	-7648	-8547	nan	nan	nan	nan	102	189
447310	13	-7	-312	5	1	132	-932	-7570	-8521	nan	nan	nan	nan	105	192
447350	12	-6	-314	5	1	132	-1035	-7659	-8559	nan	nan	nan	nan	105	192
447390	11	-6	-314	6	1	132	-1001	-7625	-8495	nan	nan	nan	nan	99	187
447432	11	-6	-312	5	1	132	-966	-7648	-8547	nan	nan	nan	nan	98	187
447472	11	-7	-315	6	1	132	-989	-7625	-8597	nan	nan	nan	nan	102	189
447512	11	-7	-315	6	1	132	-1001	-7603	-8584	nan	nan	nan	nan	102	189
447552	12	-7	-312	6	1	132	-1047	-7559	-8533	nan	nan	nan	nan	105	191
447592	12	-6	-312	5	1	132	-944	-7648	-8533	nan	nan	nan	nan	99	186
447632	12	-7	-314	6	0	132	-955	-7570	-8622	nan	nan	nan	nan	104	190
447672	11	-6	-313	5	1	132	-1035	-7537	-8521	nan	nan	nan	nan	98	185
447714	11	-7	-314	5	1	132	-932	-7570	-8547	nan	nan	nan	nan	101	190
447754	13	-7	-314	5	1	133	-989	-7581	-8483	nan	nan	nan	nan	97	183
447794	11	-6	-313	6	1	132	-966	-7670	-8610	nan	nan	nan	nan	99	185
447834	12	-7	-314	6	1	132	-1035	-7581	-8622	nan	nan	nan	nan	104	189
447874	11	-5	-314	5	1	132	-966	-7659	-8495	nan	nan	nan	nan	96	183
447944	11	-7	-313	5	2	132	-1001	-7592	-8547	nan	nan	nan	nan	110	234
447984	10	-6	-314	5	2	132	-1024	-7659	-8584	nan	nan	nan	nan	112	212
448024	12	-6	-313	5	1	132	-1058	-7614	-8597	nan	nan	nan	nan	106	199
448066	13	-7	-314	5	1	132	-1035	-7625	-8521	nan	nan	nan	nan	108	202
448106	11	-7	-314	6	1	132	-989	-7592	-8521	nan	nan	nan	nan	108	197
448146	11	-6	-314	6	2	132	-1070	-7548	-8521	nan	nan	nan	nan	109	197
448186	13	-6	-314	6	1	132	-1013	-7614	-8584	nan	nan	nan	nan	105	194
448226	11	-7	-314	6	1	132	-1024	-7592	-8521	nan	nan	nan	nan	108	196
448266	11	-7	-314	5	1	132	-966	-7648	-8559	nan	nan	nan	nan	103	191
448306	12	-8	-314	7	1	132	-1082	-7548	-8521	nan	nan	nan	nan	108	196
448349	11	-7	-314	6	1	132	-966	-7636	-8559	nan	nan	nan	nan	103	193
448389	12	-7	-313	7	1	132	-1070	-7592	-8521	nan	nan	nan	nan	110	198
448429	11	-7	-312	6	1	132	-978	-7659	-8547	nan	nan	nan	nan	108	196
448469	11	-5	-314	5	0	132	-955	-7559	-8508	nan	nan	nan	nan	97	186
448509	11	-6	-314	6	1	133	-989	-7614	-8559	nan	nan	nan	nan	98	185
448549	13	-6	-314	6	1	132	-1184	-7503	-8533	nan	nan	nan	nan	103	190
448589	11	-6	-315	6	1	132	-1127	-7503	-8597	nan	nan	nan	nan	100	188
448629	11	-8	-314	5	1	132	-1139	-7603	-8495	nan	nan	nan	nan	100	188
448671	11	-6	-313	5	1	132	-1116	-7603	-8470	nan	nan	nan	nan	104	192
448711	13	-6	-313	5	1	132	-1082	-7648	-8521	nan	nan	nan	nan	110	196
448751	12	-6	-314	6	1	132	-1173	-7581	-8533	nan	nan	nan	nan	102	189
448791	11	-7	-314	5	1	132	-1116	-7570	-8533	nan	nan	nan	nan	106	193
448831	12	-7	-313	5	1	132	-1127	-7559	-8559	nan	nan	nan	nan	101	188
448871	11	-6	-312	5	1	132	-1139	-7570	-8495	nan	nan	nan	nan	97	184
448911	11	-6	-313	5	1	132	-1151	-7514	-8572	nan	nan	nan	nan	96	182
448953	11	-7	-314	6	1	132	-1104	-7614	-8547	nan	nan	nan	nan	99	187
448993	12	-7	-314	5	1	132	-1116	-7592	-8584	nan	nan	nan	nan	106	192
449033	12	-7	-312	5	0	132	-1173	-7559	-8508	nan	nan	nan	nan	100	186
449073	12	-7	-314	5	1	133	-1127	-7592	-8445	nan	nan	nan	nan	101	188
449113	11	-7	-314	6	1	132	-1047	-7625	-8533	nan	nan	nan	nan	102	188
449153	12	-7	-314	6	1	132	-1127	-7614	-8572	nan	nan	nan	nan	102	188
449193	11	-7	-312	5	1	132	-1151	-7548	-8483	nan	nan	nan	nan	99	186
449233	12	-7	-313	6	1	132	-1093	-7636	-8521	nan	nan	nan	nan	110	194
449275	12	-6	-315	5	1	132	-1173	-7570	-8533	nan	nan	nan	nan	100	190
449315	11	-6	-314	6	1	132	-1127	-7570	-8584	nan	nan	nan	nan	98	185
449355	11	-7	-315	5	1	132	-1139	-7559	-8508	nan	nan	nan	nan	96	181
449395	13	-6	-313	5	1	132	-1093	-7559	-8584	nan	nan	nan	nan	105	190
449435	12	-6	-312	5	2	132	-1139	-7636	-8572	nan	nan	nan	nan	107	193
449475	12	-6	-314	6	1	132	-1104	-7570	-8533	nan	nan	nan	nan	104	191
449515	12	-6	-313	5	1	132	-1151	-7603	-8610	nan	nan	nan	nan	101	188
449561	12	-7	-314	6	1	132	-1173	-7659	-8547	nan	nan	nan	nan	109	206
449601	11	-7	-315	5	1	133	-1127	-7636	-8597	nan	nan	nan	nan	111	202
449641	12	-7	-316	5	1	132	-1104	-7570	-8559	nan	nan	nan	nan	104	193
449681	12	-6	-314	5	1	132	-1058	-7581	-8622	nan	nan	nan	nan	103	192
449721	12	-7	-314	6	1	132	-1104	-7681	-8559	nan	nan	nan	nan	102	188
449761	11	-6	-314	6	1	132	-1127	-7548	-8547	nan	nan	nan	nan	101	189
449801	12	-7	-314	6	1	132	-1093	-7514	-8547	nan	nan	nan	nan	103	191
449841	11	-7	-313	6	1	132	-1104	-7603	-8533	nan	nan	nan	nan	104	192
449883	11	-6	-313	6	0	132	-1104	-7570	-8457	nan	nan	nan	nan	103	195
449923	12	-7	-313	5	1	133	-1082	-7548	-8445	nan	nan	nan	nan	108	196
449963	11	-5	-314	6	1	132	-1162	-7625	-8508	nan	nan	nan	nan	105	194
450003	12	-8	-314	6	1	132	-1127	-7525	-8495	nan	nan	nan	nan	100	189
450043	12	-7	-312	6	1	132	-1104	-7614	-8521	nan	nan	nan	nan	105	192
450083	11	-6	-314	5	1	132	-1184	-7603	-8597	nan	nan	nan	nan	102	190
450123	12	-6	-314	5	1	132	-1116	-7581	-8521	nan	nan	nan	nan	106	192
450173	11	-6	-315	5	1	132	-1035	-7603	-8533	nan	nan	nan	nan	102	199
450213	11	-6	-313	5	1	132	-1162	-7514	-8508	nan	nan	nan	nan	98	188
450253	12	-7	-314	6	1	132	-1127	-7492	-8521	nan	nan	nan	nan	99	186
450293	11	-6	-312	6	1	132	-1151	-7625	-8547	nan	nan	nan	nan	99	185
450333	11	-8	-313	6	2	132	-1082	-7670	-8597	nan	nan	nan	nan	105	190
450373	12	-7	-314	6	1	133	-1082	-7525	-8521	nan	nan	nan	nan	103	189
450413	12	-7	-311	6	1	132	-1151	-7570	-8495	nan	nan	nan	nan	100	186
450453	12	-7	-315	6	2	132	-1070	-7525	-8547	nan	nan	nan	nan	102	188
450495	12	-6	-313	5	1	132	-1162	-7492	-8508	nan	nan	nan	nan	101	190
450535	11	-7	-314	5	1	133	-1139	-7537	-8597	nan	nan	nan	nan	99	186
450575	11	-7	-314	6	1	132	-1127	-7592	-8559	nan	nan	nan	nan	99	185
450615	12	-5	-313	5	1	132	-1082	-7614	-8559	nan	nan	nan	nan	99	186
450655	11	-7	-313	6	1	132	-1151	-7559	-8470	nan	nan	nan	nan	100	186
450695	12	-6	-312	6	1	131	-1151	-7469	-8547	nan	nan	nan	nan	97	184
450735	11	-7	-312	5	1	132	-1127	-7548	-8470	nan	nan	nan	nan	100	186
450777	12	-5	-313	5	1	132	-1151	-7592	-8521	nan	nan	nan	nan	103	194
450817	11	-7	-313	5	0	132	-1139	-7548	-8521	nan	nan	nan	nan	104	190
450857	11	-8	-313	6	0	132	-1162	-7614	-8521	nan	nan	nan	nan	109	195
450897	11	-6	-313	5	2	132	-1151	-7603	-8533	nan	nan	nan	nan	102	190
450937	12	-7	-315	5	1	132	-1116	-7592	-8597	nan	nan	nan	nan	107	194
450977	12	-7	-314	5	1	132	-1116	-7603	-8521	nan	nan	nan	nan	109	196
451017	12	-7	-315	5	1	132	-1082	-7625	-8547	nan	nan	nan	nan	109	196
451059	13	-6	-313	5	1	132	-1116	-7581	-8508	nan	nan	nan	nan	104	197
451099	12	-5	-314	6	1	132	-1139	-7525	-8495	nan	nan	nan	nan	97	186
451139	12	-8	-314	5	1	132	-1127	-7592	-8547	nan	nan	nan	nan	103	190
451179	11	-7	-316	5	1	132	-1151	-7659	-8470	nan	nan	nan	nan	106	193
451219	9	-6	-312	6	1	132	-1070	-7559	-8470	nan	nan	nan	nan	104	191
451259	13	-5	-313	5	1	132	-1116	-7603	-8508	nan	nan	nan	nan	101	189
451299	11	-8	-314	5	1	132	-1116	-7548	-8483	nan	nan	nan	nan	103	191
451339	12	-7	-314	6	1	133	-1116	-7537	-8547	nan	nan	nan	nan	105	193
451381	11	-6	-315	6	1	133	-1116	-7503	-8483	nan	nan	nan	nan	106	198
451421	10	-6	-314	6	1	133	-1127	-7570	-8483	nan	nan	nan	nan	99	188
451461	9	-5	-316	7	4	133	-1127	-7559	-8559	nan	nan	nan	nan	99	187
451501	21	-9	-310	5	138	132	-1151	-7525	-8533	nan	nan	nan	nan	105	192
451541	5	-5	-313	6	2	133	-1104	-7481	-8508	nan	nan	nan	nan	97	184
451581	10	-7	-325	6	2	132	-1162	-7514	-8547	nan	nan	nan	nan	104	191
451621	20	-8	-313	5	1	132	-1127	-7581	-8521	nan	nan	nan	nan	102	190
451663	3	-3	-316	5	1	133	-1127	-7625	-8533	nan	nan	nan	nan	101	192
451703	12	-6	-313	5	2	132	-1116	-7614	-8533	nan	nan	nan	nan	104	192
451743	16	-8	-311	5	1	132	-1173	-7570	-8559	nan	nan	nan	nan	102	190
451783	7	-7	-313	5	1	132	-1162	-7525	-8483	nan	nan	nan	nan	102	190
451823	13	-6	-312	5	2	132	-1127	-7548	-8559	nan	nan	nan	nan	100	188
451863	14	-7	-311	6	1	132	-1127	-7570	-8508	nan	nan	nan	nan	102	189
451903	11	-6	-314	6	1	132	-1082	-7537	-8559	nan	nan	nan	nan	98	186
451943	11	-7	-313	6	2	132	-1139	-7581	-8572	nan	nan	nan	nan	100	188
452015	13	-6	-313	5	1	133	-1151	-7570	-8495	nan	nan	nan	nan	107	228
452055	10	-7	-314	6	1	132	-1151	-7625	-8559	nan	nan	nan	nan	106	203
452095	12	-6	-315	6	1	132	-1093	-7548	-8610	nan	nan	nan	nan	106	197
452135	12	-7	-312	6	1	132	-1151	-7570	-8584	nan	nan	nan	nan	105	193
452175	12	-5	-313	5	1	132	-1070	-7559	-8622	nan	nan	nan	nan	108	195
452215	12	-6	-314	5	1	132	-1047	-7525	-8622	nan	nan	nan	nan	106	193
452255	12	-5	-315	6	1	132	-1162	-7559	-8572	nan	nan	nan	nan	105	192
452297	12	-8	-315	5	1	132	-1116	-7525	-8559	nan	nan	nan	nan	103	195
452337	12	-8	-315	5	2	132	-1093	-7625	-8597	nan	nan	nan	nan	108	196
452377	12	-7	-312	5	1	133	-1093	-7570	-8495	nan	nan	nan	nan	106	194
452417	11	-7	-314	6	2	132	-1116	-7548	-8521	nan	nan	nan	nan	109	197
452457	12	-7	-314	6	1	131	-1093	-7625	-8533	nan	nan	nan	nan	109	196
452497	12	-7	-313	5	1	133	-1127	-7592	-8559	nan	nan	nan	nan	102	191
452537	10	-7	-313	5	1	132	-1116	-7559	-8572	nan	nan	nan	nan	108	196
452577	12	-6	-313	6	2	132	-1127	-7581	-8559	nan	nan	nan	nan	100	188
452619	11	-7	-314	5	0	132	-1082	-7525	-8559	nan	nan	nan	nan	100	192
452659	11	-6	-314	5	1	132	-1184	-7592	-8495	nan	nan	nan	nan	97	186
452699	11	-7	-313	5	1	132	-1093	-7570	-8470	nan	nan	nan	nan	106	193
452739	12	-7	-312	5	1	133	-1058	-7537	-8533	nan	nan	nan	nan	103	190
452779	12	-6	-313	6	1	132	-1116	-7559	-8547	nan	nan	nan	nan	109	197
452819	11	-7	-315	5	1	133	-1093	-7548	-8470	nan	nan	nan	nan	110	198
452859	12	-7	-315	6	1	132	-1116	-7603	-8533	nan	nan	nan	nan	109	197
452901	12	-6	-315	5	1	132	-1162	-7614	-8610	nan	nan	nan	nan	112	203
452941	12	-7	-315	5	1	132	-1104	-7525	-8572	nan	nan	nan	nan	105	194
452981	11	-6	-313	5	1	132	-1173	-7581	-8533	nan	nan	nan	nan	98	187
453021	12	-6	-315	6	1	132	-1127	-7581	-8547	nan	nan	nan	nan	102	189
453061	10	-8	-312	5	1	132	-1127	-7614	-8533	nan	nan	nan	nan	104	192
453101	11	-8	-312	5	1	132	-1093	-7581	-8610	nan	nan	nan	nan	105	192
453141	11	-8	-313	5	1	132	-1127	-7603	-8521	nan	nan	nan	nan	105	192
453181	12	-6	-314	6	1	132	-1127	-7592	-8483	nan	nan	nan	nan	99	187
453223	11	-8	-314	6	0	132	-1093	-7592	-8547	nan	nan	nan	nan	105	194
453263	12	-6	-313	5	0	132	-1151	-7592	-8547	nan	nan	nan	nan	106	193
453303	11	-6	-314	5	1	132	-1104	-7581	-8572	nan	nan	nan	nan	102	190
453343	11	-5	-314	6	1	132	-1104	-7559	-8547	nan	nan	nan	nan	100	188
453386	12	-7	-313	6	1	131	-1116	-7581	-8572	nan	nan	nan	nan	102	191
453426	12	-6	-313	5	1	133	-1093	-7592	-8521	nan	nan	nan	nan	107	194
453466	12	-7	-312	6	1	132	-1001	-7548	-8572	nan	nan	nan	nan	106	193
453508	11	-7	-313	5	0	132	-1139	-7681	-8470	nan	nan	nan	nan	106	195
453548	12	-6	-315	6	1	133	-1127	-7548	-8547	nan	nan	nan	nan	101	188
453592	13	-6	-313	6	1	132	-1116	-7559	-8495	nan	nan	nan	nan	103	196
453632	11	-6	-313	6	1	132	-1162	-7492	-8495	nan	nan	nan	nan	98	187
453672	12	-8	-314	6	1	132	-1151	-4817	-8559	nan	nan	nan	nan	101	188
453712	12	-6	-315	5	1	132	-1058	-7603	-8572	nan	nan	nan	nan	104	191
453752	12	-7	-313	6	1	132	-1093	-7625	-8572	nan	nan	nan	nan	107	193
453794	12	-6	-315	6	1	132	-1127	-7670	-8597	nan	nan	nan	nan	106	198
453834	11	-7	-313	6	1	132	-1151	-7581	-8483	nan	nan	nan	nan	99	187
453874	11	-6	-312	5	1	132	-1070	-7548	-8495	nan	nan	nan	nan	102	189
453914	13	-7	-313	5	0	132	-1139	-7537	-8584	nan	nan	nan	nan	101	188
453954	11	-7	-315	5	1	132	-1139	-7625	-8610	nan	nan	nan	nan	103	190
453994	11	-6	-312	5	1	133	-1127	-7570	-8547	nan	nan	nan	nan	99	185
454034	13	-8	-314	5	1	132	-1104	-7537	-8572	nan	nan	nan	nan	101	188
454074	11	-7	-315	6	1	132	-1104	-7570	-8559	nan	nan	nan	nan	100	188
454116	11	-6	-314	6	1	132	-1139	-7603	-8547	nan	nan	nan	nan	102	194
454156	13	-6	-312	5	1	132	-1104	-7570	-8547	nan	nan	nan	nan	105	193
454196	10	-8	-312	5	0	132	-1058	-7592	-8508	nan	nan	nan	nan	105	193
454236	11	-5	-312	6	1	132	-1116	-7614	-8547	nan	nan	nan	nan	106	194
454276	11	-8	-313	6	2	132	-1127	-7592	-8547	nan	nan	nan	nan	107	195
454316	12	-7	-314	5	1	132	-1116	-7603	-8547	nan	nan	nan	nan	109	196
454356	12	-6	-314	5	1	132	-1139	-7570	-8483	nan	nan	nan	nan	101	190
454398	12	-6	-314	6	1	132	-1151	-7548	-8597	nan	nan	nan	nan	106	197
454438	12	-7	-314	6	1	132	-1082	-7603	-8572	nan	nan	nan	nan	109	197
454478	11	-8	-312	5	1	132	-1104	-7570	-8584	nan	nan	nan	nan	106	194
454518	11	-6	-312	6	1	132	-1024	-7692	-8584	nan	nan	nan	nan	102	190
454558	12	-7	-312	6	1	132	-1082	-7603	-8584	nan	nan	nan	nan	108	196
454598	12	-7	-313	5	1	132	-1070	-7537	-8547	nan	nan	nan	nan	108	196
454638	11	-6	-315	6	1	132	-1242	-7648	-8470	nan	nan	nan	nan	106	194
454678	12	-6	-314	6	1	132	-1082	-7592	-8533	nan	nan	nan	nan	110	198
454720	12	-7	-314	5	2	132	-1093	-7625	-8470	nan	nan	nan	nan	108	199
454760	12	-6	-315	6	1	132	-1116	-7581	-8584	nan	nan	nan	nan	108	197
454800	11	-5	-313	5	1	132	-1082	-7614	-8533	nan	nan	nan	nan	105	194
454840	11	-7	-314	6	1	133	-1151	-7570	-8547	nan	nan	nan	nan	106	195
454880	12	-7	-313	5	1	132	-1093	-7625	-8610	nan	nan	nan	nan	110	198
454920	8	-6	-314	7	1	131	-1116	-7548	-8584	nan	nan	nan	nan	106	195
454960	19	-7	-315	5	1	132	-1162	-7581	-8597	nan	nan	nan	nan	106	195
455002	4	-5	-317	5	1	132	-1208	-7703	-8559	nan	nan	nan	nan	98	188
455042	13	-7	-316	5	2	132	-1139	-7525	-8432	nan	nan	nan	nan	99	185
455082	16	-6	-310	5	1	132	-1116	-7503	-8483	nan	nan	nan	nan	103	190
455122	8	-5	-313	5	0	132	-1104	-7581	-8572	nan	nan	nan	nan	98	186
455162	11	-7	-313	6	2	132	-1116	-7559	-8483	nan	nan	nan	nan	102	189
455202	15	-6	-311	6	2	132	-1070	-7548	-8470	nan	nan	nan	nan	109	196
455242	10	-7	-314	6	0	133	-1151	-7559	-8533	nan	nan	nan	nan	104	192
455282	9	-6	-314	5	2	132	-1104	-7592	-8483	nan	nan	nan	nan	99	187
455324	14	-7	-312	5	2	132	-1093	-7537	-8533	nan	nan	nan	nan	101	190
455364	12	-6	-313	5	0	132	-1173	-7548	-8547	nan	nan	nan	nan	103	189
455404	10	-6	-314	6	1	132	-1139	-7503	-8495	nan	nan	nan	nan	99	187
455444	13	-7	-313	5	1	132	-1058	-7592	-8495	nan	nan	nan	nan	100	186
455484	11	-6	-312	5	1	132	-1082	-7603	-8559	nan	nan	nan	nan	98	185
455524	9	-7	-316	5	2	132	-1116	-7514	-8495	nan	nan	nan	nan	98	184
455564	16	-6	-313	6	2	132	-1127	-7592	-8547	nan	nan	nan	nan	101	187
455606	13	-6	-312	5	1	132	-1082	-7614	-8495	nan	nan	nan	nan	102	190
455646	16	-5	-313	6	1	132	-1162	-7581	-8508	nan	nan	nan	nan	97	182
455686	13	-5	-315	7	4	132	-1139	-7570	-8572	nan	nan	nan	nan	99	185
455726	14	-10	-313	5	1	133	-1127	-7537	-8508	nan	nan	nan	nan	96	183
455766	7	-6	-311	6	0	132	-1139	-7659	-8610	nan	nan	nan	nan	104	189
455806	13	-6	-315	7	1	132	-1139	-7648	-8559	nan	nan	nan	nan	99	185
455846	15	-7	-313	5	1	132	-1116	-7681	-8572	nan	nan	nan	nan	109	194
455886	9	-8	-313	5	0	132	-1070	-7559	-8584	nan	nan	nan	nan	107	194
455928	12	-6	-313	6	1	132	-1127	-7603	-8521	nan	nan	nan	nan	100	191
455968	13	-7	-313	6	1	132	-1151	-7581	-8495	nan	nan	nan	nan	97	184
456041	11	-6	-314	5	1	132	-1082	-7548	-8470	nan	nan	nan	nan	109	235
456081	11	-7	-314	6	1	133	-1139	-7603	-8559	nan	nan	nan	nan	106	206
456121	14	-7	-312	5	1	132	-1139	-7548	-8559	nan	nan	nan	nan	103	196
456161	11	-7	-314	6	1	132	-1139	-7636	-8572	nan	nan	nan	nan	108	197
