millis	acc_0	acc_1	acc_2	gyr_0	gyr_1	gyr_2	mag_0	mag_1	mag_2	Longitude	Latitude	velN	velE	Throttle	Steering
222173	11	-6	-314	6	2	132	-576	-7325	-8622	nan	nan	nan	nan	99	179
222213	12	-7	-314	6	1	132	-644	-7391	-8597	nan	nan	nan	nan	97	176
222255	11	-7	-312	6	1	132	-644	-7425	-8660	nan	nan	nan	nan	97	182
222295	12	-6	-313	6	1	132	-610	-7414	-8597	nan	nan	nan	nan	102	182
222335	11	-6	-313	5	1	132	-633	-7347	-8610	nan	nan	nan	nan	98	178
222375	11	-6	-314	5	2	132	-610	-7391	-8635	nan	nan	nan	nan	103	182
222415	11	-7	-312	5	1	132	-633	-7336	-8584	nan	nan	nan	nan	100	179
222455	11	-6	-314	6	1	132	-621	-7380	-8610	nan	nan	nan	nan	100	180
222495	11	-6	-314	5	1	132	-599	-7391	-8610	nan	nan	nan	nan	98	178
222535	12	-6	-315	6	1	132	-599	-7369	-8674	nan	nan	nan	nan	105	183
222577	12	-7	-314	6	1	132	-656	-7425	-8648	nan	nan	nan	nan	107	189
222617	12	-6	-314	5	1	132	-656	-7358	-8674	nan	nan	nan	nan	102	183
222657	12	-6	-314	5	1	132	-668	-7347	-8610	nan	nan	nan	nan	99	179
222697	11	-7	-314	6	1	132	-621	-7391	-8572	nan	nan	nan	nan	100	179
222737	12	-6	-315	5	1	132	-633	-7380	-8635	nan	nan	nan	nan	103	182
222777	12	-6	-313	6	1	133	-621	-7347	-8622	nan	nan	nan	nan	102	181
222817	12	-7	-314	5	1	132	-633	-7380	-8610	nan	nan	nan	nan	101	181
222857	12	-7	-313	6	1	132	-564	-7358	-8635	nan	nan	nan	nan	104	183
222899	12	-7	-314	6	1	132	-644	-7280	-8648	nan	nan	nan	nan	109	191
222939	11	-7	-313	5	1	132	-633	-7380	-8699	nan	nan	nan	nan	103	184
222979	11	-7	-314	7	2	132	-599	-7336	-8660	nan	nan	nan	nan	98	179
223019	12	-7	-313	5	1	132	-576	-7414	-8712	nan	nan	nan	nan	98	178
223059	12	-7	-313	5	1	132	-610	-7358	-8686	nan	nan	nan	nan	100	179
223099	11	-7	-314	6	1	132	-679	-7391	-8674	nan	nan	nan	nan	104	183
223139	11	-6	-313	5	1	132	-621	-7347	-8610	nan	nan	nan	nan	99	180
223181	11	-7	-313	5	1	132	-621	-7414	-8648	nan	nan	nan	nan	101	183
223221	12	-7	-314	6	1	132	-610	-7391	-8648	nan	nan	nan	nan	104	183
223294	12	-6	-313	5	1	133	-656	-7347	-8622	nan	nan	nan	nan	108	224
223334	11	-7	-314	6	1	133	-621	-7458	-8648	nan	nan	nan	nan	114	204
223374	11	-6	-314	5	1	132	-621	-7336	-8533	nan	nan	nan	nan	100	185
223414	12	-6	-315	6	1	132	-633	-7391	-8572	nan	nan	nan	nan	100	181
223454	11	-7	-313	6	1	132	-576	-7436	-8660	nan	nan	nan	nan	98	178
223494	12	-7	-314	5	1	132	-656	-7414	-8597	nan	nan	nan	nan	102	181
223536	12	-7	-314	6	1	133	-656	-7380	-8610	nan	nan	nan	nan	103	186
223576	11	-7	-314	6	1	132	-599	-7358	-8686	nan	nan	nan	nan	98	178
223616	12	-6	-313	5	1	132	-587	-7325	-8648	nan	nan	nan	nan	104	183
223656	11	-7	-313	6	1	132	-599	-7369	-8622	nan	nan	nan	nan	106	186
223696	12	-6	-313	5	1	132	-668	-7358	-8622	nan	nan	nan	nan	103	184
223736	12	-7	-314	6	1	132	-621	-7358	-8635	nan	nan	nan	nan	105	184
223776	12	-7	-313	6	1	132	-633	-7358	-8622	nan	nan	nan	nan	108	188
223818	11	-6	-313	6	1	132	-690	-7303	-8584	nan	nan	nan	nan	102	185
223858	13	-7	-314	6	1	132	-690	-7380	-8648	nan	nan	nan	nan	106	186
223898	11	-7	-313	6	1	132	-644	-7336	-8635	nan	nan	nan	nan	100	180
223938	12	-6	-314	6	1	132	-633	-7469	-8724	nan	nan	nan	nan	105	185
223978	12	-7	-314	6	1	132	-610	-7402	-8699	nan	nan	nan	nan	99	179
224018	11	-7	-314	6	1	132	-587	-7347	-8559	nan	nan	nan	nan	95	175
224058	12	-7	-313	6	2	132	-576	-7414	-8635	nan	nan	nan	nan	98	177
224098	12	-7	-314	6	1	132	-656	-7414	-8572	nan	nan	nan	nan	100	179
224140	11	-7	-313	6	1	132	-599	-7336	-8622	nan	nan	nan	nan	99	180
224180	12	-7	-314	6	2	132	-644	-7436	-8635	nan	nan	nan	nan	100	180
224220	13	-7	-313	6	1	132	-644	-7425	-8572	nan	nan	nan	nan	99	179
224260	11	-7	-314	6	2	133	-599	-7414	-8712	nan	nan	nan	nan	97	176
224300	12	-7	-314	6	1	132	-621	-7402	-8610	nan	nan	nan	nan	96	175
224340	12	-6	-315	7	1	132	-599	-7303	-8648	nan	nan	nan	nan	97	176
224380	13	-7	-313	5	1	132	-610	-7402	-8635	nan	nan	nan	nan	99	177
224422	11	-7	-314	5	1	132	-679	-7369	-8686	nan	nan	nan	nan	101	181
224462	14	-8	-311	5	1	132	-610	-7391	-8648	nan	nan	nan	nan	104	182
224502	13	-6	-314	6	0	131	-690	-7380	-8635	nan	nan	nan	nan	103	182
224542	11	-7	-315	6	0	132	-599	-7436	-8648	nan	nan	nan	nan	99	178
224582	9	-6	-315	6	1	132	-656	-7347	-8572	nan	nan	nan	nan	95	174
224622	12	-6	-314	6	1	132	-587	-7336	-8584	nan	nan	nan	nan	95	174
224662	11	-8	-313	5	1	132	-610	-7436	-8572	nan	nan	nan	nan	98	176
224702	10	-6	-315	5	1	132	-668	-7369	-8660	nan	nan	nan	nan	97	175
224744	12	-7	-314	5	2	132	-621	-7402	-8635	nan	nan	nan	nan	94	175
224784	11	-6	-313	5	1	133	-656	-7414	-8737	nan	nan	nan	nan	99	176
224824	12	-7	-314	6	0	132	-644	-7380	-8584	nan	nan	nan	nan	95	173
224864	12	-6	-315	6	1	132	-621	-7402	-8712	nan	nan	nan	nan	93	171
224904	12	-6	-314	5	1	132	-621	-7425	-8648	nan	nan	nan	nan	101	178
224947	12	-7	-313	6	1	132	-644	-7336	-8610	nan	nan	nan	nan	95	177
224987	12	-6	-312	6	1	132	-621	-7414	-8674	nan	nan	nan	nan	98	176
225027	16	-11	-303	6	1	132	-633	-7347	-8660	nan	nan	nan	nan	96	174
225069	9	-4	-314	6	1	132	-668	-7347	-8699	nan	nan	nan	nan	95	178
225109	8	-6	-314	7	2	132	-576	-7447	-8622	nan	nan	nan	nan	98	177
225149	16	-7	-315	6	2	132	-668	-7414	-8648	nan	nan	nan	nan	100	178
225189	8	-6	-316	6	1	132	-610	-7336	-8572	nan	nan	nan	nan	95	174
225229	10	-8	-317	6	2	131	-633	-7447	-8622	nan	nan	nan	nan	102	180
225269	15	-6	-317	5	2	133	-587	-7347	-8648	nan	nan	nan	nan	97	176
225309	10	-9	-316	5	0	132	-656	-7481	-8648	nan	nan	nan	nan	104	182
225352	12	-5	-315	5	2	132	-656	-7358	-8597	nan	nan	nan	nan	101	185
225392	12	-8	-313	7	1	132	-644	-7380	-8584	nan	nan	nan	nan	98	179
225432	12	-5	-312	6	0	133	-713	-7369	-8597	nan	nan	nan	nan	99	178
225472	11	-8	-312	5	2	132	-587	-7414	-8648	nan	nan	nan	nan	100	179
225512	11	-6	-313	6	2	132	-610	-7380	-8674	nan	nan	nan	nan	104	184
225552	13	-8	-313	6	1	132	-644	-7336	-8610	nan	nan	nan	nan	98	178
225592	10	-8	-313	5	1	132	-621	-7258	-8597	nan	nan	nan	nan	103	182
225632	12	-6	-313	6	1	132	-599	-7447	-8622	nan	nan	nan	nan	98	178
225674	12	-8	-312	5	1	132	-610	-7358	-8610	nan	nan	nan	nan	103	186
225714	10	-6	-315	6	1	132	-679	-7425	-8622	nan	nan	nan	nan	102	182
225754	13	-8	-314	6	1	132	-656	-7380	-8559	nan	nan	nan	nan	97	177
225794	12	-6	-313	6	1	131	-690	-7380	-8547	nan	nan	nan	nan	101	181
225834	10	-8	-314	5	1	132	-621	-7347	-8648	nan	nan	nan	nan	104	184
225874	12	-6	-312	6	2	132	-599	-7414	-8610	nan	nan	nan	nan	102	181
225914	11	-7	-314	5	1	132	-633	-7369	-8597	nan	nan	nan	nan	105	185
225956	11	-6	-314	6	1	132	-633	-7414	-8648	nan	nan	nan	nan	101	184
225996	13	-7	-312	5	1	132	-656	-7414	-8635	nan	nan	nan	nan	105	185
226036	12	-6	-313	5	1	132	-610	-7336	-8610	nan	nan	nan	nan	103	184
226076	11	-6	-314	5	1	133	-552	-7425	-8699	nan	nan	nan	nan	95	177
226116	11	-8	-315	7	2	133	-644	-7269	-8622	nan	nan	nan	nan	105	184
226156	12	-6	-315	6	1	132	-599	-7402	-8597	nan	nan	nan	nan	92	172
226196	11	-7	-313	5	1	132	-621	-7336	-8547	nan	nan	nan	nan	98	177
226236	11	-6	-314	6	1	132	-621	-7447	-8660	nan	nan	nan	nan	97	176
226278	14	-8	-314	5	2	132	-587	-7391	-8699	nan	nan	nan	nan	96	178
226318	10	-6	-313	6	1	133	-668	-7347	-8622	nan	nan	nan	nan	100	179
226358	10	-7	-313	6	1	132	-690	-7425	-8648	nan	nan	nan	nan	104	183
226398	14	-7	-312	7	1	132	-621	-7347	-8674	nan	nan	nan	nan	105	185
226438	11	-7	-314	5	1	132	-633	-7425	-8660	nan	nan	nan	nan	101	181
226478	10	-6	-314	6	1	132	-599	-7347	-8597	nan	nan	nan	nan	96	176
226518	13	-6	-312	6	1	132	-633	-7358	-8660	nan	nan	nan	nan	96	175
226558	12	-7	-313	6	1	132	-621	-7347	-8610	nan	nan	nan	nan	99	178
226600	11	-6	-313	6	1	132	-599	-7336	-8572	nan	nan	nan	nan	92	173
226640	12	-6	-314	5	1	132	-679	-7336	-8610	nan	nan	nan	nan	99	177
226680	12	-6	-313	5	1	132	-656	-7380	-8559	nan	nan	nan	nan	96	175
226720	10	-6	-313	5	1	132	-656	-7391	-8635	nan	nan	nan	nan	101	179
226760	12	-7	-313	6	1	132	-668	-7369	-8660	nan	nan	nan	nan	104	183
226800	12	-7	-314	7	1	132	-644	-7347	-8533	nan	nan	nan	nan	97	177
226840	12	-5	-315	5	2	132	-552	-7369	-8674	nan	nan	nan	nan	98	177
226882	11	-6	-313	5	1	132	-690	-7414	-8584	nan	nan	nan	nan	98	178
226922	12	-6	-315	6	1	132	-576	-7391	-8622	nan	nan	nan	nan	95	174
226962	11	-6	-312	6	1	132	-587	-7369	-8572	nan	nan	nan	nan	95	174
227002	12	-6	-314	6	1	132	-587	-7347	-8584	nan	nan	nan	nan	92	170
227042	11	-8	-312	5	1	132	-656	-7347	-8648	nan	nan	nan	nan	100	177
227082	11	-7	-314	6	2	132	-656	-7436	-8610	nan	nan	nan	nan	97	176
227122	11	-7	-313	7	1	132	-621	-7325	-8584	nan	nan	nan	nan	101	179
227162	11	-6	-314	5	1	132	-656	-7369	-8547	nan	nan	nan	nan	98	176
227204	12	-7	-313	6	1	132	-690	-7391	-8635	nan	nan	nan	nan	100	181
227244	11	-7	-313	6	1	132	-541	-7425	-8699	nan	nan	nan	nan	97	175
227284	10	-7	-315	5	1	132	-633	-7303	-8597	nan	nan	nan	nan	101	179
227324	11	-7	-313	6	1	132	-633	-7358	-8712	nan	nan	nan	nan	97	176
227394	11	-6	-313	6	1	132	-644	-7402	-8686	nan	nan	nan	nan	105	220
227434	11	-7	-313	6	2	132	-576	-7458	-8572	nan	nan	nan	nan	107	198
227474	12	-6	-314	6	1	132	-610	-7380	-8648	nan	nan	nan	nan	108	192
227516	12	-7	-313	6	1	132	-644	-7336	-8635	nan	nan	nan	nan	102	187
227556	11	-6	-315	6	1	132	-621	-7303	-8674	nan	nan	nan	nan	104	184
227596	12	-7	-314	5	1	132	-644	-7402	-8610	nan	nan	nan	nan	96	177
227636	12	-7	-314	6	1	132	-668	-7291	-8648	nan	nan	nan	nan	105	185
227676	11	-6	-313	5	1	132	-656	-7358	-8572	nan	nan	nan	nan	104	183
227716	12	-7	-313	5	2	133	-668	-7447	-8547	nan	nan	nan	nan	102	183
227756	11	-7	-314	5	1	133	-621	-7369	-8660	nan	nan	nan	nan	104	183
227796	12	-6	-313	5	1	132	-644	-7325	-8648	nan	nan	nan	nan	102	182
227838	12	-7	-314	6	1	132	-599	-7391	-8762	nan	nan	nan	nan	95	177
227878	11	-6	-314	6	1	132	-621	-7358	-8724	nan	nan	nan	nan	103	182
227918	12	-6	-313	6	1	132	-552	-7380	-8597	nan	nan	nan	nan	94	174
227958	12	-7	-315	6	1	132	-599	-7303	-8559	nan	nan	nan	nan	95	174
227998	12	-6	-313	5	1	133	-610	-7347	-8699	nan	nan	nan	nan	96	175
228038	12	-6	-313	5	1	132	-713	-7414	-8622	nan	nan	nan	nan	103	181
228078	11	-6	-314	5	1	132	-599	-7414	-8495	nan	nan	nan	nan	95	175
228120	12	-7	-313	5	1	132	-690	-7380	-8572	nan	nan	nan	nan	97	177
228160	13	-7	-314	6	1	132	-633	-7425	-8674	nan	nan	nan	nan	102	180
228200	11	-7	-314	6	1	132	-621	-7391	-8584	nan	nan	nan	nan	98	177
228240	12	-7	-316	5	1	132	-621	-7402	-8610	nan	nan	nan	nan	95	173
228280	12	-7	-313	5	1	132	-633	-7380	-8635	nan	nan	nan	nan	101	179
228320	11	-6	-313	6	1	132	-610	-7380	-8699	nan	nan	nan	nan	99	178
228360	12	-7	-314	5	1	132	-679	-7414	-8622	nan	nan	nan	nan	103	182
228400	12	-7	-314	6	1	132	-621	-7391	-8635	nan	nan	nan	nan	104	183
228442	10	-7	-313	6	1	132	-621	-7380	-8622	nan	nan	nan	nan	103	184
228482	12	-6	-314	6	1	132	-610	-7380	-8559	nan	nan	nan	nan	94	173
228522	12	-7	-314	6	1	132	-690	-7414	-8597	nan	nan	nan	nan	97	176
228562	12	-7	-314	6	1	132	-633	-7425	-8597	nan	nan	nan	nan	99	177
228602	12	-6	-313	5	1	132	-576	-7380	-8674	nan	nan	nan	nan	94	173
228642	12	-7	-313	6	1	132	-587	-7358	-8572	nan	nan	nan	nan	94	173
228682	11	-7	-314	6	1	132	-633	-7414	-8572	nan	nan	nan	nan	97	175
228722	11	-7	-315	6	1	132	-679	-7369	-8521	nan	nan	nan	nan	101	179
228764	12	-7	-314	5	1	132	-679	-7358	-8712	nan	nan	nan	nan	99	181
228804	13	-7	-313	6	1	132	-552	-7358	-8635	nan	nan	nan	nan	97	176
228844	12	-7	-312	5	1	132	-633	-7391	-8674	nan	nan	nan	nan	101	179
228884	12	-5	-314	5	1	133	-576	-7425	-8674	nan	nan	nan	nan	96	175
228924	12	-7	-313	5	1	132	-610	-7336	-8674	nan	nan	nan	nan	101	179
228964	11	-7	-313	5	1	132	-610	-7358	-8610	nan	nan	nan	nan	99	178
229004	12	-7	-312	5	1	132	-656	-7391	-8660	nan	nan	nan	nan	99	177
229050	11	-6	-314	5	1	132	-668	-7436	-8610	nan	nan	nan	nan	99	187
229090	12	-7	-312	5	1	132	-668	-7391	-8622	nan	nan	nan	nan	104	186
229130	12	-7	-314	6	1	132	-633	-7414	-8699	nan	nan	nan	nan	103	183
229170	11	-6	-314	5	1	132	-541	-7347	-8674	nan	nan	nan	nan	100	180
229210	12	-7	-313	6	1	132	-587	-7391	-8699	nan	nan	nan	nan	97	177
229250	12	-7	-314	6	1	132	-690	-7414	-8508	nan	nan	nan	nan	97	176
229290	11	-7	-315	5	1	133	-621	-7369	-8660	nan	nan	nan	nan	103	182
229330	11	-7	-313	5	1	132	-587	-7358	-8610	nan	nan	nan	nan	97	177
229372	12	-6	-313	5	1	132	-656	-7425	-8648	nan	nan	nan	nan	101	184
229412	12	-7	-314	6	1	132	-610	-7369	-8622	nan	nan	nan	nan	110	190
229452	12	-7	-313	6	1	132	-587	-7291	-8737	nan	nan	nan	nan	104	184
229492	12	-7	-312	6	0	132	-599	-7425	-8648	nan	nan	nan	nan	102	182
229532	12	-7	-314	5	1	132	-633	-7369	-8660	nan	nan	nan	nan	106	186
229572	12	-6	-315	6	1	132	-644	-7391	-8712	nan	nan	nan	nan	100	180
229612	12	-7	-314	7	1	132	-587	-7369	-8674	nan	nan	nan	nan	105	185
229654	12	-6	-314	6	1	132	-702	-7447	-8660	nan	nan	nan	nan	105	188
229694	11	-7	-313	6	1	132	-599	-7325	-8610	nan	nan	nan	nan	103	184
229734	11	-6	-315	6	1	132	-552	-7369	-8584	nan	nan	nan	nan	98	179
229774	12	-7	-314	5	1	132	-633	-7336	-8648	nan	nan	nan	nan	103	183
229814	11	-7	-313	6	1	133	-599	-7380	-8674	nan	nan	nan	nan	101	181
229854	11	-6	-312	5	1	132	-679	-7436	-8610	nan	nan	nan	nan	103	183
229894	11	-7	-313	5	1	132	-656	-7380	-8547	nan	nan	nan	nan	101	182
229934	11	-6	-314	7	0	132	-621	-7414	-8533	nan	nan	nan	nan	97	178
229976	12	-6	-314	6	1	132	-621	-7425	-8674	nan	nan	nan	nan	98	180
230016	12	-6	-315	5	1	132	-656	-7458	-8597	nan	nan	nan	nan	106	185
230056	11	-7	-315	7	1	132	-610	-7414	-8635	nan	nan	nan	nan	105	184
230096	12	-6	-314	5	1	133	-656	-7358	-8597	nan	nan	nan	nan	98	179
230136	11	-6	-314	6	1	132	-552	-7391	-8635	nan	nan	nan	nan	96	176
230176	11	-7	-313	5	1	132	-621	-7391	-8610	nan	nan	nan	nan	98	177
230216	12	-7	-312	6	1	132	-679	-7358	-8686	nan	nan	nan	nan	100	179
230256	12	-6	-313	5	1	132	-679	-7436	-8559	nan	nan	nan	nan	98	177
230298	11	-7	-314	5	1	132	-644	-7402	-8737	nan	nan	nan	nan	93	174
230338	12	-7	-313	6	1	132	-679	-7391	-8712	nan	nan	nan	nan	100	178
230378	11	-6	-314	5	0	132	-656	-7358	-8660	nan	nan	nan	nan	96	175
230418	11	-6	-313	6	1	132	-633	-7436	-8622	nan	nan	nan	nan	103	181
230458	12	-7	-314	5	1	132	-633	-7380	-8660	nan	nan	nan	nan	99	178
230498	12	-8	-314	6	1	132	-621	-7436	-8724	nan	nan	nan	nan	102	181
230538	11	-6	-315	6	2	132	-610	-7358	-8674	nan	nan	nan	nan	103	182
230580	12	-7	-312	5	1	132	-644	-7414	-8712	nan	nan	nan	nan	96	178
230620	11	-7	-313	6	1	132	-668	-7347	-8648	nan	nan	nan	nan	101	180
230660	12	-6	-314	6	1	132	-644	-7414	-8622	nan	nan	nan	nan	97	176
230700	12	-7	-313	5	1	132	-713	-7414	-8495	nan	nan	nan	nan	95	174
230740	11	-7	-313	5	1	132	-576	-7358	-8584	nan	nan	nan	nan	93	171
230780	11	-7	-314	5	1	132	-668	-7402	-8635	nan	nan	nan	nan	96	175
230820	12	-8	-313	6	1	132	-656	-7369	-8635	nan	nan	nan	nan	104	182
230860	12	-7	-313	6	2	132	-668	-7425	-8674	nan	nan	nan	nan	103	181
230902	12	-7	-313	6	1	132	-644	-7314	-8547	nan	nan	nan	nan	95	177
230942	11	-7	-313	5	1	132	-564	-7369	-8622	nan	nan	nan	nan	104	182
230982	11	-7	-314	5	1	132	-564	-7391	-8660	nan	nan	nan	nan	100	179
231022	11	-6	-315	5	1	133	-518	-7325	-8597	nan	nan	nan	nan	101	180
231062	13	-7	-313	6	1	132	-633	-7369	-8674	nan	nan	nan	nan	107	185
231102	12	-7	-314	5	1	132	-610	-7358	-8635	nan	nan	nan	nan	102	181
231142	12	-6	-313	6	2	132	-702	-7325	-8635	nan	nan	nan	nan	104	182
231184	12	-6	-315	6	1	132	-621	-7358	-8597	nan	nan	nan	nan	97	181
231224	12	-7	-313	5	1	132	-690	-7358	-8775	nan	nan	nan	nan	99	178
231264	12	-6	-314	6	2	132	-610	-7402	-8737	nan	nan	nan	nan	96	175
231304	11	-6	-313	5	1	132	-633	-7303	-8635	nan	nan	nan	nan	103	181
231344	12	-7	-312	6	1	132	-587	-7325	-8622	nan	nan	nan	nan	105	184
231384	12	-6	-313	6	2	132	-679	-7469	-8686	nan	nan	nan	nan	103	182
231424	11	-6	-314	5	1	132	-644	-7414	-8648	nan	nan	nan	nan	96	176
231494	12	-7	-314	6	1	132	-713	-7336	-8648	nan	nan	nan	nan	105	218
231536	10	-5	-311	5	1	132	-644	-7402	-8635	nan	nan	nan	nan	99	193
231576	9	-6	-312	5	1	132	-610	-7369	-8762	nan	nan	nan	nan	99	184
231616	12	-6	-315	5	1	132	-644	-7425	-8635	nan	nan	nan	nan	96	177
231656	11	-7	-314	5	1	132	-621	-7347	-8724	nan	nan	nan	nan	102	181
231696	12	-7	-313	6	1	132	-576	-7436	-8660	nan	nan	nan	nan	97	177
231736	11	-7	-313	6	1	132	-599	-7391	-8622	nan	nan	nan	nan	98	177
231776	12	-6	-314	5	1	132	-690	-7380	-8648	nan	nan	nan	nan	98	177
231816	11	-7	-313	5	1	132	-633	-7447	-8686	nan	nan	nan	nan	100	179
231858	12	-6	-313	6	1	132	-633	-7414	-8648	nan	nan	nan	nan	98	178
231898	12	-7	-314	6	1	132	-599	-7369	-8648	nan	nan	nan	nan	102	180
231938	11	-7	-314	6	1	132	-656	-7358	-8674	nan	nan	nan	nan	103	181
231978	12	-7	-313	6	2	132	-668	-7458	-8699	nan	nan	nan	nan	104	183
232018	11	-6	-314	6	2	132	-621	-7336	-8648	nan	nan	nan	nan	98	177
232058	11	-6	-315	6	2	132	-621	-7402	-8622	nan	nan	nan	nan	96	174
232098	12	-8	-314	6	1	132	-541	-7436	-8686	nan	nan	nan	nan	98	176
232140	12	-6	-313	6	1	132	-610	-7369	-8787	nan	nan	nan	nan	97	178
232180	12	-6	-313	6	1	132	-633	-7358	-8584	nan	nan	nan	nan	99	177
232220	12	-7	-312	6	1	132	-702	-7347	-8584	nan	nan	nan	nan	101	179
232260	10	-7	-315	6	1	132	-633	-7402	-8674	nan	nan	nan	nan	100	178
232300	12	-6	-313	5	1	132	-621	-7380	-8597	nan	nan	nan	nan	95	174
232340	12	-8	-314	6	1	132	-599	-7358	-8674	nan	nan	nan	nan	97	175
232380	12	-6	-315	6	1	132	-633	-7436	-8686	nan	nan	nan	nan	95	173
232420	12	-7	-313	5	1	132	-621	-7391	-8597	nan	nan	nan	nan	96	174
232462	11	-7	-315	6	1	132	-668	-7336	-8686	nan	nan	nan	nan	96	177
232502	11	-7	-313	6	1	132	-633	-7414	-8622	nan	nan	nan	nan	103	181
232542	12	-8	-313	5	1	132	-599	-7336	-8699	nan	nan	nan	nan	96	175
232582	11	-7	-314	5	1	132	-621	-7391	-8597	nan	nan	nan	nan	97	176
232622	12	-6	-314	5	1	132	-644	-7336	-8622	nan	nan	nan	nan	100	180
232662	12	-7	-315	6	1	132	-656	-7447	-8674	nan	nan	nan	nan	102	181
232702	12	-7	-312	6	1	132	-621	-7358	-8622	nan	nan	nan	nan	100	179
232744	10	-5	-312	6	1	132	-610	-7402	-8686	nan	nan	nan	nan	95	179
232784	12	-8	-315	6	1	132	-599	-7369	-8622	nan	nan	nan	nan	102	181
232824	12	-6	-315	6	1	132	-576	-7347	-8660	nan	nan	nan	nan	93	173
232864	12	-6	-313	4	1	132	-633	-7347	-8699	nan	nan	nan	nan	98	176
232904	12	-7	-315	6	2	132	-610	-7447	-8660	nan	nan	nan	nan	98	176
232944	11	-7	-313	5	1	132	-610	-7280	-8622	nan	nan	nan	nan	111	188
232984	11	-7	-314	6	1	132	-610	-7358	-8660	nan	nan	nan	nan	101	181
233024	11	-7	-314	6	1	132	-621	-7391	-8724	nan	nan	nan	nan	104	183
233066	12	-6	-313	6	1	132	-621	-7325	-8674	nan	nan	nan	nan	110	194
233109	11	-7	-315	6	1	132	-633	-7369	-8584	nan	nan	nan	nan	108	194
233149	12	-7	-314	5	2	131	-633	-7391	-8686	nan	nan	nan	nan	103	185
233189	12	-7	-314	5	1	132	-633	-7325	-8610	nan	nan	nan	nan	104	184
233229	12	-7	-314	5	1	132	-644	-7358	-8674	nan	nan	nan	nan	102	182
233269	12	-7	-312	7	1	132	-633	-7325	-8674	nan	nan	nan	nan	108	188
233309	12	-8	-314	5	1	133	-599	-7358	-8635	nan	nan	nan	nan	102	183
233351	11	-5	-311	5	1	132	-599	-7458	-8686	nan	nan	nan	nan	99	183
233391	12	-6	-312	6	1	132	-587	-7291	-8559	nan	nan	nan	nan	100	181
233431	11	-7	-314	5	1	132	-518	-7425	-8674	nan	nan	nan	nan	108	188
233471	11	-7	-314	5	1	132	-599	-7369	-8610	nan	nan	nan	nan	103	184
233511	12	-6	-313	6	1	132	-690	-7347	-8572	nan	nan	nan	nan	98	180
233551	12	-8	-314	5	1	132	-656	-7303	-8635	nan	nan	nan	nan	106	186
233591	11	-6	-313	5	1	132	-621	-7358	-8674	nan	nan	nan	nan	101	182
233631	12	-6	-315	6	1	132	-633	-7436	-8674	nan	nan	nan	nan	105	185
233673	11	-7	-313	6	1	132	-621	-7414	-8674	nan	nan	nan	nan	102	184
233713	12	-6	-314	6	1	132	-621	-7280	-8648	nan	nan	nan	nan	112	191
233753	12	-7	-313	6	2	132	-713	-7347	-8533	nan	nan	nan	nan	102	183
233793	12	-7	-313	6	1	132	-690	-7402	-8610	nan	nan	nan	nan	99	180
233833	10	-7	-315	6	1	132	-656	-7414	-8610	nan	nan	nan	nan	100	179
233873	12	-7	-314	5	1	132	-702	-7391	-8597	nan	nan	nan	nan	105	183
233913	12	-7	-314	5	1	132	-621	-7358	-8674	nan	nan	nan	nan	105	184
233953	10	-7	-314	6	1	132	-656	-7402	-8660	nan	nan	nan	nan	99	180
233995	12	-9	-313	5	1	132	-599	-7358	-8674	nan	nan	nan	nan	98	180
234035	12	-7	-313	6	1	132	-702	-7358	-8648	nan	nan	nan	nan	106	185
234075	11	-6	-314	6	1	132	-599	-7380	-8674	nan	nan	nan	nan	100	180
234115	13	-7	-312	6	0	132	-599	-7425	-8635	nan	nan	nan	nan	99	179
234155	12	-6	-314	6	1	132	-644	-7458	-8648	nan	nan	nan	nan	104	183
234195	11	-7	-314	6	0	132	-610	-7347	-8648	nan	nan	nan	nan	103	182
234235	11	-7	-314	6	1	133	-564	-7358	-8674	nan	nan	nan	nan	102	181
234285	11	-6	-314	6	1	132	-564	-7314	-8787	nan	nan	nan	nan	102	195
234325	11	-7	-314	5	1	132	-713	-7325	-8674	nan	nan	nan	nan	107	190
234365	12	-6	-315	5	1	132	-633	-7358	-8547	nan	nan	nan	nan	100	182
234405	12	-7	-313	6	1	132	-621	-7325	-8660	nan	nan	nan	nan	102	182
234445	12	-7	-314	5	2	132	-610	-7303	-8584	nan	nan	nan	nan	104	184
234485	11	-7	-313	6	1	132	-656	-7380	-8674	nan	nan	nan	nan	106	186
234525	11	-7	-313	6	1	132	-599	-7336	-8660	nan	nan	nan	nan	97	178
234565	12	-7	-312	6	1	132	-610	-7391	-8610	nan	nan	nan	nan	100	180
234607	12	-7	-314	6	1	132	-656	-7414	-8572	nan	nan	nan	nan	103	187
234647	9	-6	-313	6	1	133	-576	-7358	-8674	nan	nan	nan	nan	98	179
234687	13	-7	-313	5	0	132	-644	-7325	-8622	nan	nan	nan	nan	104	184
234727	12	-6	-311	5	1	132	-644	-7314	-8597	nan	nan	nan	nan	95	176
234767	9	-8	-313	5	1	132	-599	-7336	-8635	nan	nan	nan	nan	100	179
234807	15	-6	-312	6	1	132	-610	-7402	-8712	nan	nan	nan	nan	96	176
234847	10	-8	-312	6	1	132	-587	-7436	-8699	nan	nan	nan	nan	97	177
234889	11	-6	-313	6	1	132	-576	-7347	-8724	nan	nan	nan	nan	96	179
234929	12	-8	-314	6	2	132	-633	-7414	-8559	nan	nan	nan	nan	97	177
234969	11	-6	-315	5	1	132	-564	-7414	-8648	nan	nan	nan	nan	102	182
