millis(), steeringRef, steering sensor, acceleration
299070, 128,    134,    0
299101, 128,    129,    0
299132, 128,    124,    0
299163, 128,    128,    0
299193, 128,    130,    0
299225, 128,    126,    0
299255, 128,    132,    0
299287, 128,    124,    0
299317, 128,    127,    0
299348, 128,    134,    0
299380, 128,    134,    0
299412, 128,    130,    0
299443, 128,    128,    0
299474, 128,    124,    0
299505, 128,    124,    0
299536, 128,    127,    0
299567, 128,    124,    0
299597, 128,    124,    0
299629, 128,    128,    0
299660, 128,    126,    0
299691, 128,    127,    0
299721, 128,    129,    0
299752, 128,    126,    0
299784, 128,    124,    0
299815, 128,    134,    0
299846, 128,    127,    0
299876, 128,    127,    0
299908, 128,    126,    0
299939, 128,    130,    0
299970, 128,    125,    0
300000, 128,    124,    0
300032, 128,    128,    0
300063, 128,    124,    0
300093, 128,    124,    0
300125, 128,    135,    0
300155, 128,    126,    0
300187, 128,    135,    0
300217, 128,    127,    0
300248, 128,    128,    0
300279, 128,    124,    0
300310, 128,    130,    0
300341, 128,    126,    0
300374, 128,    126,    0
300405, 128,    124,    0
300436, 128,    133,    0
300467, 128,    133,    0
300498, 128,    126,    0
300528, 128,    124,    0
300559, 128,    126,    0
300591, 128,    124,    0
300621, 128,    127,    0
300652, 128,    124,    0
300683, 128,    126,    0
300713, 128,    124,    0
300746, 128,    124,    0
300777, 128,    134,    0
300807, 128,    126,    0
300839, 128,    127,    0
300870, 128,    124,    0
300901, 128,    124,    0
300932, 128,    128,    0
300963, 128,    124,    0
300994, 128,    126,    0
301025, 128,    124,    0
301054, 128,    129,    0
301086, 128,    127,    0
301118, 128,    127,    0
301148, 128,    132,    0
301179, 128,    133,    0
301210, 128,    124,    0
301242, 128,    127,    0
301273, 128,    127,    0
301304, 128,    127,    0
301335, 128,    125,    0
301366, 128,    124,    0
301398, 128,    127,    0
301429, 128,    126,    0
301459, 128,    128,    0
301490, 128,    133,    0
301522, 128,    128,    0
301553, 128,    124,    0
301584, 128,    128,    0
301614, 128,    126,    0
301646, 128,    125,    0
301677, 128,    127,    0
301707, 128,    124,    0
301739, 128,    128,    0
301770, 128,    124,    0
301800, 128,    126,    0
301831, 128,    125,    0
301863, 128,    125,    0
301893, 128,    124,    0
301925, 128,    129,    0
301956, 128,    127,    0
301986, 128,    129,    0
302018, 128,    126,    0
302049, 128,    128,    0
302078, 128,    134,    0
302111, 128,    125,    0
302142, 128,    133,    0
302173, 128,    124,    0
302204, 128,    134,    0
302234, 128,    126,    0
302266, 128,    126,    0
302296, 128,    126,    0
302328, 128,    128,    0
302359, 128,    133,    0
302389, 128,    134,    0
302422, 128,    124,    0
302453, 128,    124,    0
302483, 128,    134,    0
302515, 128,    129,    0
302546, 128,    127,    0
302576, 128,    128,    0
302608, 128,    128,    0
302639, 128,    127,    0
302670, 128,    129,    0
Benchmark has begun (255 to 128)
302733, 255,    126,    0
302766, 255,    124,    0
302798, 255,    127,    0
302828, 255,    127,    0
302861, 255,    134,    0
302894, 255,    128,    0
302926, 255,    130,    0
302959, 255,    133,    0
302992, 255,    152,    0
303025, 255,    166,    0
303056, 255,    187,    0
303089, 255,    206,    0
303122, 255,    230,    0
303155, 255,    232,    0
303185, 255,    244,    0
303217, 255,    250,    0
303247, 255,    250,    0
303278, 255,    258,    0
303309, 255,    251,    0
303340, 255,    251,    0
303372, 255,    256,    0
303403, 255,    251,    0
303433, 255,    251,    0
303464, 255,    258,    0
303495, 255,    256,    0
303526, 255,    250,    0
303558, 255,    256,    0
303588, 255,    258,    0
303619, 255,    250,    0
303651, 255,    256,    0
303683, 128,    250,    0
303716, 128,    255,    0
303749, 128,    255,    0
303781, 128,    255,    0
303813, 128,    255,    0
303846, 128,    256,    0
303879, 128,    250,    0
303911, 128,    258,    0
303944, 128,    250,    0
303977, 128,    239,    0
304010, 128,    229,    0
304043, 128,    209,    0
304074, 128,    179,    0
304107, 128,    154,    0
End to end took: 478
304171, 128,    125,    0
304201, 128,    116,    0
304233, 128,    112,    0
304263, 128,    112,    0
304295, 128,    111,    0
304326, 128,    107,    0
304356, 128,    116,    0
304387, 128,    116,    0
304418, 128,    111,    0
304450, 128,    112,    0
304480, 128,    112,    0
304512, 128,    111,    0
304542, 128,    110,    0
304574, 128,    111,    0
304604, 128,    111,    0
304635, 128,    112,    0
304666, 128,    116,    0
304697, 128,    107,    0
304729, 128,    111,    0
304759, 128,    112,    0
304791, 128,    105,    0
304821, 128,    114,    0
304852, 128,    107,    0
304885, 128,    111,    0
304916, 128,    111,    0
304947, 128,    108,    0
304977, 128,    114,    0
305008, 128,    109,    0
305039, 128,    111,    0
305071, 128,    116,    0
305102, 128,    116,    0
305133, 128,    111,    0
305163, 128,    111,    0
305195, 128,    114,    0
305226, 128,    114,    0
305257, 128,    111,    0
305287, 128,    112,    0
305318, 128,    116,    0
305349, 128,    110,    0
305381, 128,    111,    0
305412, 128,    111,    0
305443, 128,    111,    0
305474, 128,    107,    0
305505, 128,    111,    0
305536, 128,    111,    0
305567, 128,    111,    0
305597, 128,    116,    0
305628, 128,    115,    0
305659, 128,    111,    0
305691, 128,    112,    0
305722, 128,    113,    0
305752, 128,    114,    0
305784, 128,    111,    0
305815, 128,    111,    0
305846, 128,    112,    0
305876, 128,    110,    0
305908, 128,    111,    0
305939, 128,    107,    0
305970, 128,    111,    0
306002, 128,    111,    0
306033, 128,    112,    0
306063, 128,    108,    0
306095, 128,    111,    0
306126, 128,    110,    0
306157, 128,    111,    0
306187, 128,    112,    0
306217, 128,    115,    0
306249, 128,    111,    0
306281, 128,    116,    0
306311, 128,    117,    0
306343, 128,    117,    0
306373, 128,    121,    0
306405, 128,    118,    0
306436, 128,    119,    0
306467, 128,    121,    0
306497, 128,    117,    0
306528, 128,    119,    0
306560, 128,    122,    0
306591, 128,    119,    0
306621, 128,    117,    0
306652, 128,    117,    0
306684, 128,    120,    0
306744, 128,    119,    0
306775, 128,    122,    0
306805, 128,    122,    0
306836, 128,    122,    0
306868, 128,    117,    0
306899, 128,    119,    0
306929, 128,    120,    0
306961, 128,    126,    0
306992, 128,    117,    0
307023, 128,    120,    0
307054, 128,    117,    0
307084, 128,    118,    0
307116, 128,    126,    0
307147, 128,    117,    0
307177, 128,    122,    0
307208, 128,    126,    0
307239, 128,    120,    0
307270, 128,    119,    0
307301, 128,    120,    0
307332, 128,    118,    0
307364, 128,    119,    0
307394, 128,    119,    0
307426, 128,    122,    0
307457, 128,    119,    0
307488, 128,    120,    0
307519, 128,    120,    0
307550, 128,    118,    0
307580, 128,    117,    0
307612, 128,    117,    0
307643, 128,    117,    0
