1770290,    128,    56, 0
1770322,    128,    57, 0
1770353,    128,    51, 0
1770384,    128,    60, 0
1770415,    128,    53, 0
1770445,    128,    56, 0
1770477,    128,    64, 0
1770508,    128,    68, 0
1770537,    128,    82, 0
1770569,    128,    85, 0
1770600,    128,    86, 0
1770631,    128,    91, 0
1770663,    128,    94, 0
1770694,    128,    96, 0
1770725,    128,    94, 0
1770755,    128,    96, 0
1770787,    128,    102,    0
1770818,    128,    103,    0
1770848,    128,    98, 0
1770878,    128,    102,    0
1770911,    128,    102,    0
1770942,    128,    96, 0
1770972,    128,    103,    0
1771004,    128,    96, 0
1771035,    128,    98, 0
1771065,    128,    97, 0
1771097,    128,    103,    0
1771128,    128,    97, 0
1771159,    128,    98, 0
1771190,    128,    105,    0
1771222,    128,    94, 0
1771253,    128,    102,    0
1771283,    128,    96, 0
1771314,    128,    105,    0
1771345,    128,    97, 0
1771377,    129,    99, 0
1771407,    129,    103,    0
1771438,    129,    103,    0
1771470,    149,    96, 0
1771500,    149,    96, 0
1771531,    149,    101,    0
1771561,    151,    104,    0
1771594,    151,    98, 0
1771625,    151,    98, 0
1771655,    166,    96, 0
1771686,    166,    104,    0
1771717,    166,    104,    0
1771749,    185,    105,    0
1771780,    185,    117,    0
1771810,    185,    115,    0
1771841,    195,    121,    0
1771872,    195,    128,    0
1771904,    195,    134,    0
1771935,    208,    147,    0
1771965,    208,    146,    0
1771996,    224,    150,    0
1772027,    224,    166,    0
1772059,    224,    161,    0
1772090,    226,    161,    0
1772120,    226,    161,    0
1772151,    226,    163,    0
1772182,    138,    168,    0
1772214,    138,    184,    0
1772244,    138,    175,    0
1772277,    128,    182,    0
1772307,    128,    168,    0
1772338,    128,    171,    0
1772370,    88, 174,    0
1772401,    88, 177,    0
1772431,    88, 182,    0
1772462,    46, 184,    0
1772493,    46, 185,    0
1772525,    46, 178,    0
1772555,    1,  177,    0
1772585,    1,  169,    0
1772617,    1,  168,    0
1772649,    0,  162,    0
1772680,    0,  154,    0
1772711,    0,  132,    0
1772741,    0,  108,    0
1772772,    0,  96, 0
1772804,    0,  83, 0
1772835,    0,  66, 0
1772866,    0,  65, 0
1772896,    0,  62, 0
1772926,    0,  58, 0
1772958,    0,  60, 0
1772990,    0,  57, 0
1773021,    0,  55, 0
1773052,    0,  57, 0
1773083,    0,  57, 0
1773113,    0,  62, 0
1773144,    0,  59, 0
1773176,    1,  54, 0
1773207,    1,  62, 0
1773237,    1,  51, 0
1773270,    255,    58, 0
1773300,    255,    54, 0
1773331,    255,    60, 0
1773363,    255,    58, 0
1773394,    255,    54, 0
1773424,    255,    60, 0
1773456,    255,    65, 0
1773487,    255,    73, 0
1773518,    255,    103,    0
1773548,    255,    120,    0
1773580,    255,    144,    0
1773611,    255,    168,    0
1773642,    255,    182,    0
1773672,    255,    192,    0
1773703,    255,    215,    0
1773734,    255,    212,    0
1773766,    255,    235,    0
1773796,    128,    240,    0
1773827,    128,    223,    0
1773859,    128,    241,    0
1773889,    128,    240,    0
1773921,    128,    223,    0
1773950,    128,    225,    0
1773982,    128,    238,    0
1774013,    128,    234,    0
1774044,    128,    242,    0
1774076,    128,    234,    0
1774107,    128,    227,    0
1774138,    128,    217,    0
1774169,    128,    212,    0
1774200,    128,    206,    0
1774230,    128,    189,    0
1774261,    128,    195,    0
1774294,    128,    193,    0
1774325,    128,    192,    0
1774356,    128,    187,    0
1774386,    128,    194,    0
1774417,    128,    182,    0
1774449,    128,    195,    0
1774480,    128,    188,    0
1774511,    128,    186,    0
1774542,    128,    182,    0
1774572,    128,    185,    0
1774603,    128,    185,    0
1774635,    128,    184,    0
1774666,    128,    191,    0
1774697,    128,    189,    0
1774728,    128,    193,    0
1774758,    128,    179,    0
1774789,    128,    185,    0
1774820,    128,    187,    0
1774852,    128,    192,    0
1774882,    128,    186,    0
1774914,    128,    182,    0
1774944,    128,    190,    0
1774974,    128,    185,    0
1775006,    128,    183,    0
1775037,    128,    193,    0
1775069,    128,    185,    0
1775099,    128,    192,    0
1775130,    128,    185,    0
1775161,    128,    193,    0
1775193,    128,    187,    0
1775224,    128,    179,    0
1775255,    128,    188,    0
1775285,    128,    182,    0
1775316,    128,    191,    0
1775348,    128,    187,    0
1775380,    128,    179,    0
1775411,    128,    192,    0
1775441,    128,    185,    0
1775472,    128,    187,    0
1775504,    128,    190,    0
1775535,    128,    195,    0
1775566,    128,    187,    0
1775596,    128,    187,    0
1775627,    128,    184,    0
1775657,    128,    196,    0
1775690,    128,    182,    0
1775721,    128,    184,    0
1775752,    128,    193,    0
1775783,    128,    191,    0
1775814,    128,    192,    0
1775844,    128,    187,    0
1775875,    128,    182,    0
1775907,    128,    191,    0
1775938,    128,    182,    0
1775969,    128,    196,    0
1775998,    128,    187,    0
1776030,    128,    188,    0
1776061,    128,    187,    0
1776092,    128,    183,    0
1776124,    128,    182,    0
1776155,    128,    184,    0
1776186,    128,    185,    0
1776217,    128,    187,    0
1776247,    128,    182,    0
1776278,    128,    185,    0
1776310,    128,    177,    0
1776342,    128,    178,    0
1776372,    128,    175,    0
1776403,    128,    183,    0
1776434,    128,    182,    0
1776465,    128,    187,    0
1776497,    128,    167,    0
1776528,    128,    173,    0
1776559,    128,    179,    0
1776589,    128,    183,    0
1776620,    128,    187,    0
1776652,    128,    177,    0
1776683,    128,    185,    0
1776713,    128,    182,    0
1776744,    128,    174,    0
1776775,    128,    185,    0
1776807,    128,    172,    0
1776837,    128,    181,    0
1776869,    128,    179,    0
1776900,    128,    181,    0
1776930,    128,    185,    0
1776961,    128,    184,    0
1776992,    128,    177,    0
