1766288,    128,    92, 0
1766318,    128,    94, 0
1766350,    161,    84, 0
1766380,    161,    88, 0
1766412,    161,    86, 0
1766443,    199,    89, 0
1766473,    199,    85, 0
1766504,    199,    95, 0
1766535,    255,    86, 0
1766566,    255,    104,    0
1766598,    255,    118,    0
1766628,    255,    139,    0
1766659,    255,    153,    0
1766691,    255,    175,    0
1766722,    255,    192,    0
1766752,    255,    216,    0
1766784,    255,    215,    0
1766814,    255,    220,    0
1766846,    255,    223,    0
1766876,    255,    233,    0
1766907,    255,    228,    0
1766938,    255,    225,    0
1766969,    255,    224,    0
1767001,    255,    241,    0
1767031,    255,    226,    0
1767063,    255,    229,    0
1767093,    255,    225,    0
1767126,    255,    225,    0
1767157,    255,    242,    0
1767187,    255,    231,    0
1767218,    255,    238,    0
1767250,    255,    229,    0
1767280,    255,    234,    0
1767312,    255,    224,    0
1767342,    255,    241,    0
1767373,    255,    236,    0
1767404,    255,    231,    0
1767436,    255,    228,    0
1767467,    255,    228,    0
1767497,    255,    225,    0
1767528,    255,    225,    0
1767559,    255,    237,    0
1767591,    255,    228,    0
1767622,    255,    241,    0
1767653,    255,    234,    0
1767683,    255,    225,    0
1767714,    128,    226,    0
1767745,    128,    228,    0
1767776,    128,    234,    0
1767806,    128,    229,    0
1767838,    128,    222,    0
1767870,    128,    226,    0
1767901,    128,    226,    0
1767932,    128,    229,    0
1767962,    128,    223,    0
1767994,    128,    238,    0
1768024,    128,    241,    0
1768055,    128,    238,    0
1768086,    128,    223,    0
1768117,    128,    228,    0
1768150,    128,    223,    0
1768180,    128,    208,    0
1768212,    128,    204,    0
1768243,    128,    209,    0
1768273,    128,    191,    0
1768304,    128,    198,    0
1768335,    128,    192,    0
1768367,    128,    187,    0
1768398,    128,    192,    0
1768428,    128,    192,    0
1768459,    128,    193,    0
1768489,    128,    191,    0
1768521,    128,    192,    0
1768552,    128,    187,    0
1768584,    128,    191,    0
1768615,    128,    193,    0
1768646,    128,    191,    0
1768676,    128,    191,    0
1768707,    128,    188,    0
1768738,    128,    191,    0
1768770,    128,    197,    0
1768801,    128,    196,    0
1768832,    128,    201,    0
1768862,    128,    188,    0
1768893,    128,    204,    0
1768924,    128,    187,    0
1768956,    128,    193,    0
1768987,    128,    202,    0
1769018,    128,    201,    0
1769049,    116,    198,    0
1769079,    116,    204,    0
1769110,    116,    196,    0
1769141,    0,  204,    0
1769174,    0,  189,    0
1769205,    0,  188,    0
1769235,    0,  174,    0
1769266,    0,  166,    0
1769297,    0,  139,    0
1769329,    0,  118,    0
1769360,    0,  98, 0
1769390,    0,  83, 0
1769422,    0,  67, 0
1769452,    0,  58, 0
1769484,    0,  58, 0
1769513,    0,  56, 0
1769545,    0,  51, 0
1769576,    0,  49, 0
1769608,    0,  48, 0
1769638,    0,  51, 0
1769670,    0,  48, 0
1769701,    0,  48, 0
1769732,    0,  47, 0
1769762,    0,  45, 0
1769793,    0,  49, 0
1769824,    0,  49, 0
1769854,    0,  50, 0
1769887,    0,  48, 0
1769919,    0,  52, 0
1769949,    0,  43, 0
1769981,    0,  52, 0
1770012,    0,  44, 0
1770043,    0,  51, 0
1770074,    0,  44, 0
1770104,    0,  49, 0
1770136,    128,    46, 0
1770166,    128,    46, 0
1770196,    128,    44, 0
1770229,    128,    51, 0
1770259,    128,    45, 0
