82853,  128,    238,    0
82886,  128,    241,    0
82919,  128,    242,    0
82951,  128,    227,    0
82983,  128,    242,    0
83013,  128,    234,    0
83046,  128,    235,    0
83079,  128,    241,    0
83111,  128,    223,    0
83143,  128,    223,    0
83176,  128,    213,    0
83209,  128,    217,    0
83241,  128,    220,    0
83274,  128,    213,    0
83306,  128,    219,    0
83339,  128,    206,    0
83372,  128,    217,    0
83404,  128,    220,    0
83437,  128,    210,    0
83469,  128,    206,    0
83502,  128,    200,    0
83534,  128,    216,    0
83567,  128,    200,    0
83600,  128,    201,    0
83632,  128,    203,    0
83664,  128,    196,    0
83697,  128,    204,    0
83730,  128,    195,    0
83762,  128,    188,    0
83794,  128,    193,    0
83827,  128,    182,    0
83860,  128,    191,    0
83893,  128,    187,    0
83924,  128,    187,    0
83957,  128,    195,    0
83990,  128,    183,    0
84023,  128,    182,    0
84056,  128,    187,    0
84087,  128,    191,    0
84120,  128,    192,    0
84150,  128,    193,    0
84183,  128,    182,    0
84215,  128,    187,    0
84248,  128,    187,    0
84280,  128,    192,    0
84313,  128,    187,    0
84345,  128,    182,    0
84378,  128,    193,    0
84411,  128,    187,    0
84443,  128,    191,    0
84475,  128,    187,    0
84505,  128,    182,    0
84538,  128,    187,    0
84571,  128,    183,    0
84603,  128,    179,    0
84635,  128,    185,    0
84668,  128,    173,    0
84698,  128,    171,    0
84730,  128,    168,    0
84763,  128,    166,    0
84796,  128,    166,    0
84828,  128,    168,    0
84860,  128,    162,    0
84890,  128,    177,    0
84923,  128,    170,    0
84956,  128,    163,    0
84988,  128,    170,    0
85020,  128,    168,    0
85053,  128,    163,    0
85083,  128,    172,    0
85115,  128,    162,    0
85148,  128,    164,    0
85181,  128,    177,    0
85213,  128,    162,    0
85245,  128,    164,    0
85278,  128,    177,    0
85311,  128,    170,    0
85344,  128,    163,    0
85376,  128,    168,    0
85408,  128,    162,    0
85438,  128,    167,    0
85471,  128,    170,    0
85504,  128,    158,    0
85536,  128,    156,    0
85568,  128,    162,    0
85601,  128,    150,    0
85630,  128,    154,    0
85663,  128,    148,    0
85696,  128,    148,    0
85729,  128,    148,    0
85761,  128,    151,    0
85793,  128,    137,    0
End to end took: 15729
85879,  128,    145,    0
85909,  128,    143,    0
85941,  128,    141,    0
85972,  128,    138,    0
86003,  128,    137,    0
86033,  128,    151,    0
86064,  128,    138,    0
86096,  128,    147,    0
86126,  128,    143,    0
86157,  128,    138,    0
86188,  128,    138,    0
86220,  128,    151,    0
86250,  128,    138,    0
86281,  128,    138,    0
86312,  128,    145,    0
86344,  128,    141,    0
86375,  128,    141,    0
86406,  128,    143,    0
86436,  128,    143,    0
86467,  128,    138,    0
86498,  128,    138,    0
86530,  128,    143,    0
86560,  128,    137,    0
86591,  128,    147,    0
86623,  128,    151,    0
86653,  128,    143,    0
86684,  128,    143,    0
86715,  128,    138,    0
86747,  128,    143,    0
86778,  128,    147,    0
86809,  128,    143,    0
86839,  128,    137,    0
86870,  128,    151,    0
86901,  128,    141,    0
86933,  128,    138,    0
86964,  128,    147,    0
86994,  128,    139,    0
87026,  128,    151,    0
87057,  128,    138,    0
87087,  128,    144,    0
87118,  128,    141,    0
87150,  128,    151,    0
87181,  128,    137,    0
87212,  128,    141,    0
87242,  128,    147,    0
87273,  128,    137,    0
87304,  128,    141,    0
87336,  128,    147,    0
87366,  128,    151,    0
87398,  128,    141,    0
87428,  128,    137,    0
87460,  128,    138,    0
87491,  128,    141,    0
87522,  128,    143,    0
87552,  128,    137,    0
87584,  128,    141,    0
87615,  128,    145,    0
87645,  128,    141,    0
87676,  128,    141,    0
87707,  128,    138,    0
87739,  128,    141,    0
87770,  128,    144,    0
87801,  128,    137,    0
87832,  128,    142,    0
